,R_x,f_1,f_2,Generation,Rank
0,0-1-2-5-7-9-13-12*11-10-9-6-14-8*2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-3-11-10-12-13*0-1-4-3-5-7-9-10*,10.218568665377177,180.0,105,0.0
1,0-1-2-5-7-9-13-12*11-10-9-6-14-8*2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-3-11-10-12*0-1-4-3-5-7-9-10*,10.228239845261122,178.0,73,0.0
2,0-1-2-5-7-9-10-12*8-14-6-9-10-11*4-3-5-7-14-6*0-1-3-11-10-12-13-9*0-1-2-5-14-6*2-1-4-3-5-7-9-10*,10.254029658284978,174.0,66,0.0
2,0-1-2-5-7-9-13-12*11-10-9-6-14-8*4-3-5-7-14-6*0-1-2-5-14-6*0-1-3-11-10-12*0-1-4-3-5-7-9-10*,10.266924564796906,170.0,184,0.0
3,0-1-2-5-7-9-13-12*11-10-9-6-14-8*2-1-4-3-5-7-9-10*0-1-2-5-14-6*4-3-5-7-14-6*0-1-3-11-10-12-13*,10.270148291424888,166.0,87,0.0
4,0-1-2-5-7-9-13-12*11-10-9-6-14-8*2-1-4-3-5-7-9-10*0-1-2-5-14-6*4-3-1-0*12-10-11-3-5-7-14-6*,10.275306254029658,164.0,93,0.0
5,0-1-2-5-7-9-13-12*11-10-9-6-14-8*2-1-4-3-5-7-9-10*0-1-2-5-14-6*3-5-7-14-6*0-1-3-11-10-12-13*,10.288201160541586,162.0,89,0.0
6,0-1-2-5-7-9-13-12*11-10-9-6-14-8*2-1-4-3-5-7-9-10*0-1-2-5-14-6*3-5-7-14-6*0-1-3-11-10-12*,10.297872340425531,160.0,90,0.0
9,8-14-5-2-1-3*0-1-3-5-7-14-6*4-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*8-14-6-9-10-11-3*,10.317214700193423,159.0,189,0.0
7,0-1-2-5-14-6*11-10-9-6-14-8*2-1-4-3-5-7-9-10*0-1-2-5-7-9-13-12*7-14-6*0-1-3-11-10-12-13*,10.321727917472598,156.0,129,0.0
8,0-1-2-5-14-6*11-10-9-6-14-8*2-1-4-3-5-7-9-10*0-1-2-5-7-9-13-12*7-14-6*0-1-3-11-10-12*,10.331399097356543,154.0,149,0.0
13,4-1-2-5-14-6*8-14-6-9-10-11-3-1*7-14-6*4-3-5-7-9-13-12-10*0-1-2-5-7-9-10-12*0-1-3-5-14-6*,10.343649258542875,151.0,340,0.0
14,4-1-2-5-14-6*8-14-6-9-10-11-3-4*7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-5-14-6*,10.346228239845262,147.0,297,0.0
