,Run_nr,HV
0,Run_1,0.8534377740668213
1,Run_2,0.8507338483286682
2,Run_3,0.8502637048427983
3,Run_4,0.8539920147690734
4,Run_5,0.851696561224776
5,Run_6,0.854776121196103
6,Run_7,0.8516949593730351
7,Run_8,0.8552030146849758
8,Run_9,0.8541217647600627
9,Run_10,0.85539763967146
10,Run_11,0.8537693573771279
11,Run_12,0.8519848945380862
12,Run_13,0.8564652738565782
13,Run_14,0.8521771167469595
14,Run_15,0.8510438066404763
15,Run_16,0.8512264177389062
16,Run_17,0.8527025241178803
17,Run_18,0.850657760370989
18,Run_19,0.8529115657700302
19,Run_20,0.8574920608223104
20,Means,0.8530874090448559
