Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,1.0,0.1028997463343723,0.0997626185992758,0.099138366637352,0.1001091865681137,0.1004721567496996,0.0987157524937481,0.0972282429321509,0.0954630787783163,0.1031944182945204,0.1030164326124508
2,2.0,0.1052575890399123,0.1002297749269773,0.0983670278623326,0.099831642839937,0.0998639952756603,0.0980641279554337,0.0946736637769472,0.0912265136794724,0.1061754455000603,0.1063102191432668
3,3.0,0.1079750165069587,0.1008143403088532,0.097710274867892,0.0992823378562128,0.1000007189505571,0.0967958544790919,0.0916167300064609,0.0859242336246168,0.1095477570882389,0.1103327363111176
4,4.0,0.1106857985396405,0.1009398426606516,0.0974998220807084,0.0986952145024851,0.0992842391582036,0.0960095223171036,0.0881297630997202,0.0812368100375898,0.1137521698126464,0.1137668177912506
5,5.0,0.1132860770861644,0.1015684984790405,0.0971835048928543,0.0981767892605486,0.098871116833762,0.0947247932959324,0.0849134630185618,0.0771243082685054,0.1171985197863924,0.116952929078238
6,6.0,0.1160969901916005,0.1019900668551253,0.0967938697024161,0.0970208782633615,0.0978772570415974,0.0933165259147454,0.0822452667924034,0.0730129781979661,0.1214097026118595,0.1202364644289244
7,7.0,0.1178124405703275,0.1015922161681966,0.0972496140933672,0.0957117300461888,0.0973274165099852,0.0925564219995921,0.0792358634865007,0.0695644841151812,0.1257098460000048,0.1232399670106553
8,8.0,0.1207510433663328,0.1016054568190553,0.0969367320027209,0.0948086381144629,0.0968545187135636,0.0916750053050116,0.0753419051435757,0.0663954905738186,0.1297928011931093,0.1258384087683486
9,9.0,0.1227911751398086,0.1024064428176933,0.0966129551039866,0.0927360923765954,0.0956879873671637,0.0915308246732231,0.0720231271184762,0.0631289742711518,0.1339615373982063,0.1291208837336944
10,10.0,0.1252951526490164,0.1015844562751658,0.0968493376121587,0.0913988392578599,0.0942333462244759,0.0915754457599447,0.0691905240750774,0.0606583016945273,0.1381784343904875,0.1310361620612859
11,11.0,0.1271664944248776,0.1023216142697965,0.0973592441164611,0.0899354216384594,0.0923304027549706,0.0909610368501187,0.0658797746390753,0.0585913445811833,0.1428124070817343,0.1326422596433224
12,12.0,0.1284669785331343,0.1023416084563608,0.0979343801688317,0.0883168903437319,0.0905943470774797,0.0898810640248217,0.063380412530027,0.0561656958394649,0.1474842159344744,0.1354344070916728
13,13.0,0.1302610114414757,0.1026298407006425,0.0993658948662953,0.0865241676706648,0.0895478460614811,0.0875441555399347,0.0607867238000777,0.0540579326986016,0.1514885119633247,0.1377939152575011
14,14.0,0.132216575323093,0.1027693515983975,0.0994887567130207,0.0834818764575053,0.0888186868163885,0.0869437347786629,0.0580449200355999,0.0527777484021961,0.1555698271169693,0.139888522758166
15,15.0,0.1337518763768854,0.1037018326979065,0.1000450553764346,0.0814712215259186,0.0862751501664229,0.0870947368600656,0.0545832072674939,0.0518118075698038,0.1606262047063078,0.1406389074527602
16,16.0,0.1348650841970682,0.1037652446790373,0.1005547811634155,0.0794742099496336,0.0843663222051043,0.0863073234347168,0.0516891436379625,0.0505449763678795,0.1652565843703735,0.1431763299948079
17,17.0,0.1360480068699373,0.1048546085087331,0.1008645139654931,0.0765832288833411,0.083652644575339,0.0857458293228929,0.0489031823099498,0.0496052454885388,0.1692057384306145,0.1445370016451596
18,18.0,0.1378587289375574,0.106307868612277,0.101074248552566,0.0735288861821223,0.0823841732082181,0.0846154626510982,0.0458032527846407,0.0482183842441189,0.174478007665366,0.1457309871620345
19,19.0,0.1397410274522997,0.1062823476453927,0.1015017550000373,0.0714476844078675,0.0801307699266692,0.0841031773240916,0.0430851119517912,0.0469513573650275,0.1798087373459095,0.1469480315809128
20,20.0,0.1423214094937493,0.1060504651952753,0.1029706866197837,0.0690390298676287,0.0781148638858193,0.0824911213085904,0.0418646486387546,0.0470833882992532,0.1833654010722718,0.1466989856188726
21,21.0,0.1429729931119183,0.1072350047106699,0.1044051948277076,0.0665575132211057,0.0762858041669314,0.0809972952584827,0.0396525729400167,0.0460071292116865,0.1882431696852521,0.1476433228662282
22,22.0,0.1434213167561902,0.1087609156326298,0.1047714707026185,0.0656525015651799,0.0745315623095422,0.0789204770062715,0.0376309480052391,0.0454930878963809,0.1920469512673154,0.1487707688586317
23,23.0,0.1441547217831118,0.1085517326509829,0.1059888148920288,0.0642846493556989,0.0717521989115691,0.0779623742812859,0.0364603851419697,0.0449319145786452,0.1975521677444074,0.1483610406602993
24,24.0,0.1440350544999814,0.1097206519952617,0.1064381393033477,0.0618624973645583,0.0699116806701841,0.0769951937630354,0.0354781394253552,0.0446715790193431,0.2034029421334577,0.1474841218254745
25,25.0,0.1429564450201345,0.11022565354262,0.1070185072839181,0.0601395396063626,0.0670296537845726,0.0772099687283215,0.0344425372712986,0.0456747444504191,0.2088539568796033,0.1464489934327489
26,26.0,0.1433414707873151,0.1094325735569498,0.1089786447770756,0.057812535733093,0.0657910843371168,0.0752380491660074,0.0330807381312239,0.0450142619915828,0.2137117615781452,0.1475988799414896
27,27.0,0.1446468697445279,0.1081310326406714,0.1100103741278187,0.055689783664293,0.0627784481551772,0.0753596845311441,0.0318573121260522,0.0472482029962598,0.2162922776485841,0.1479860143654708
28,28.0,0.1445867773698519,0.1069147035369809,0.1110301756207143,0.0533537254157578,0.0605029953462163,0.0734545382946391,0.0306792787795999,0.0488705591900955,0.2218784120902028,0.1487288343559409
29,29.0,0.1451998686340658,0.1046410282148953,0.1144896507451058,0.0503844492538804,0.0583476148605548,0.0733578872357296,0.0297707620686515,0.0483890224397016,0.2274537698513882,0.1479659466960263
30,30.0,0.1456485724801332,0.1039481520714818,0.1151817057067818,0.0485481759007449,0.0570507466969993,0.0734393905742729,0.0290692376754844,0.0483629430540102,0.2317640642392891,0.1469870116008018
31,31.0,0.1430607328817282,0.1021111426866483,0.1174709459361191,0.0466293742568322,0.0557527646268396,0.073091760095336,0.0280029780407203,0.0466879298256914,0.2398423221104466,0.1473500495396376
32,32.0,0.1442580041084471,0.0994477605873157,0.1178481574033678,0.0451165747091271,0.0536693111207452,0.0726365427763415,0.0273675357617105,0.0469066559718942,0.2449363795196974,0.147813078041353
33,33.0,0.144579247194896,0.0988222415829577,0.1165423304530352,0.0434478190746501,0.0524955130365763,0.0714091614495218,0.026351780957653,0.0455548707050221,0.2538940725977281,0.146902962947959
34,34.0,0.1443046776245694,0.0981490829444549,0.1174130042380682,0.0420807194496464,0.0495957492745573,0.0707212022972087,0.0254294332036569,0.0436093234132407,0.2613851430049348,0.1473116645496622
35,35.0,0.1447523199219139,0.0974548220599889,0.1179328501092832,0.0406238992558323,0.0470044346429439,0.0697132064741893,0.0246450258930238,0.0422302063523309,0.2687528921230554,0.1468903431674378
36,36.0,0.1439959533060081,0.0986466588028652,0.1179334712153431,0.0402342013967651,0.0447706521053484,0.0692520764353716,0.0246469878101849,0.0405908491289744,0.2757062046109171,0.1442229451882217
37,37.0,0.1445427594243552,0.0973521655026638,0.1186704551208909,0.0385900453044538,0.044644901685443,0.0685870674289438,0.0250268236443298,0.0389806618233086,0.2809896568371551,0.1426154632284557
38,38.0,0.1441048795569816,0.0957583258410059,0.1182375594625186,0.0383504997090594,0.0423115997531168,0.0690482158958122,0.0245962748784098,0.0372464183064234,0.2898668367474875,0.1404793898491846
39,39.0,0.1442620995483962,0.0958070408489874,0.1174399783609288,0.0389380924072852,0.0415961051599521,0.0672030688426745,0.0242628182402977,0.0366076079134782,0.2948085615353393,0.1390746271426603
40,40.0,0.1448191935082206,0.0931843623951843,0.1177206008864105,0.0386665703099685,0.0415245793415743,0.0650922492312803,0.0242471671214211,0.0364148785848835,0.3009416753245975,0.1373887232964589
41,41.0,0.1433640893656428,0.0914645508598404,0.1218261868762496,0.0377414686200262,0.0402913195396311,0.0638884091839932,0.0240862302091734,0.0349683018157221,0.3069275353454864,0.1354419081842345
42,42.0,0.1440963763115182,0.0924709175584691,0.1208911269899587,0.0364640336755792,0.0397062522999001,0.0619574359055699,0.0242435567178359,0.0346418501789354,0.3102533985707968,0.1352750517914363
43,43.0,0.1426312230589169,0.0911886224019359,0.1204507332657168,0.0360674284318605,0.0386018608492304,0.0620364101834105,0.0242239861798543,0.0334633163067883,0.3140957096091565,0.1372407097131296
44,44.0,0.1415506916120566,0.0888146012975574,0.1220262424922658,0.0356203855550268,0.037086109427977,0.0616640109375232,0.0242641328338724,0.0329772418428565,0.3186506475347422,0.1373459364661217
45,45.0,0.1417574996372866,0.0879371042272919,0.1249134843196848,0.034952300668255,0.0352720854134357,0.0596209257953015,0.02435762349415,0.0327624601612355,0.3189583045497872,0.1394682117335714
46,46.0,0.1417242550892641,0.087188326397839,0.1245190987626572,0.0341921677263027,0.0337721930392372,0.0578680085622148,0.0251402945532081,0.0320845126104951,0.3237469643011705,0.1397641789576108
47,47.0,0.1415884800209635,0.0868788921822955,0.1254967875349568,0.0333399871760299,0.0324417106126528,0.0560318248488975,0.0259779677729673,0.0315620597777971,0.3271545285066529,0.1395277615667864
48,48.0,0.1406640628847746,0.0879575869352657,0.1251537204534721,0.0324199872669493,0.0313727503056354,0.0558306422357914,0.0261757833852985,0.0316191664890568,0.3309258422705315,0.1378804577732242
