,f_1,f_2,R_x
80,15.480827682955342,431,23-20-4-24*12-22-25-7-2-15-5*13-6-16-7-14-23-9-1-3-4*8-12-0-13-6-5-21-15-16-28-17*22-0-28-16-27-29-2-21-6-15-5*23-24-7-28-17-19-18-13-6-10-2-29*11-25-28-16-15-10-7-24-1-3-14-9*20-23-1-3-24-7-27-29-15*24-4*20-23-9-1-3-11-17-22-18-0-26-8-12-19*23-14-24-4-7-25-0-18-12-19*5-21-10-27-7-20-14-11-17-12-8-19-18*
82,15.49333645078326,427,23-20-4-24*12-22-25-7-2-15-5*13-6-16-7-14-23-9-1-3-4*8-12-0-13-6-5-21-15-16-28-17*22-0-28-16-27-29-2-21-6-15-5*23-24-7-28-17-19-18-13-6-10-2-29*11-25-28-16-15-10-7-24-1-3-14-9*23-1-3-24-7-2-29-15*24-4*20-23-9-1-3-11-17-22-18-0-26-8-12-19*23-14-24-4-7-25-0-18-12-19*5-21-10-27-7-20-14-11-17-12-8-19-18*
81,15.494914659808275,426,23-20-4-24*12-22-25-7-2-15-5*13-6-16-7-14-23-9-1-3-4*8-12-0-13-6-5-21-15-16-28-17*22-0-28-16-27-29-2-21-6-15-5*23-24-7-28-17-19-18-13-6-10-2-29*11-25-28-16-15-10-7-24-1-3-14-9*23-1-3-24-7-27-29-15*24-4*20-23-9-1-3-11-17-22-18-0-26-8-12-19*23-14-24-4-7-25-0-18-12-19*5-21-10-27-7-20-14-11-17-12-8-19-18*
83,15.50745265372925,422,23-20-4-24*12-22-25-7-2-15-5*13-6-16-7-14-23-9-1-3-4*8-12-0-13-6-5-21-15-16-28-17*22-0-28-16-27-29-2-21-6-15-5*24-7-28-17-19-18-13-6-10-2-29*11-25-28-16-15-10-7-24-1-3-14-9*23-1-3-24-7-2-29-15*24-4*20-23-9-1-3-11-17-22-18-0-26-8-12-19*23-14-24-4-7-25-0-18-12-19*5-21-10-27-7-20-14-11-17-12-8-19-18*
85,15.508709375730652,419,23-20-4-24*12-22-25-7-2-15-5*13-6-16-7-14-23-9-1-3-4-24*8-12-0-13-6-5-21-15-16-28-17*22-0-28-16-27-29-2-21-6-15-5*24-7-28-17-19-18-13-6-10-2-29*11-25-28-16-15-10-7-24-1-3-14*23-1-3-24-7-2-29-15*24-4*20-23-9-1-3-11-17-22-18-0-26-8-12-19*23-14-24-4-7-25-0-18-12-19*5-21-10-27-7-20-14-11-17-12-8-19-18*
84,15.508884732288989,417,23-20-4-24*12-22-25-7-2-15-5*13-6-16-7-14-23-9-1-3-4*8-12-0-13-6-5-21-15-16-28-17*22-0-28-16-27-29-2-21-6-15-5*24-7-28-17-19-18-13-6-10-2-29*11-25-28-16-15-10-7-24-1-3-14*23-1-3-24-7-2-29-15*24-4*20-23-9-1-3-11-17-22-18-0-26-8-12-19*23-14-24-4-7-25-0-18-12-19*5-21-10-27-7-20-14-11-17-12-8-19-18*
86,15.544452887537991,416,23-4-20-24*12-22-25-7-2-15-5*13-6-16-7-14-23-9-1-3-4-24*8-12-0-13-6-5-21-15-16-28*22-0-28-16-27-29-2-21-6-15-5*24-7-28-17-19-18-13-6-10-2-29*11-25-28-16-15-10-7-24-1-3-14*23-1-3-24-7-2-29-15*24-4*20-23-9-1-3-11-17-22-18-0-26-8-12-19*23-14-24-4-7-25-0-18-12-19*5-21-10-27-7-20-14-11-17-12-8-19-18*
90,15.545358896422728,400,1-23-14*27-15-6-21-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-3-9-14*15-10-7-28-17-19-22-0-13-6-5-21-2*10-27-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19-8-26*18-0-19-8-12-17-11-14-20-7-27-10-21-5*
91,15.556873977086743,398,1-23-14*27-15-6-21-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*10-27-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19-8-26*18-0-19-8-12-17-11-14-20-7-27-10-21-5*
92,15.56903203179799,393,1-23-14*27-15-6-21-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*10-27-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19-8*18-0-19-8-12-17-11-14-20-7-27-10-21-5*
93,15.57400046761749,387,1-23-14*27-15-6-21-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*10-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19-8*18-0-19-8-12-17-11-14-20-7-27-10-21-5*
94,15.576163198503624,386,1-23-14*27-15-6-21-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*10-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19-8*0-19-8-12-17-11-14-20-7-27-10-21-5*
96,15.585077156885667,383,23-1-14*27-15-6-21-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*10-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
95,15.586216974514846,381,1-23-14*27-15-6-21-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*10-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
97,15.609276361935937,378,23-1-14*27-15-6-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*10-2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
89,15.61038695347206,377,14-9-23*15-6-21-2-10-16*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3-9*14-11-25-28-16-15-21-5*15-10-7-28-17-19-22-0-13-6-5-21-2*10-15*12-19-22-0-28-16-27-29-2-15*4-1-3*20-24-3-23*3-1-23-14-24-4-7-25-0-18-12-19-8-26*0-18-19-8-12-17-11-14-20-7-27-10-21-5*
98,15.611906710310963,374,23-1-14*27-15-6-2*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
88,15.612666588730418,372,14-23*15-6-21-2-10-16*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3-9*14-11-25-28-16-15-21-5*15-10-7-28-17-19-22-0-13-6-5-21-2*10-15*12-19-22-0-28-16-27-29-2-15*4-1-3*20-24-3-23*3-1-23-14-24-4-7-25-0-18-12-19-8-26*0-18-19-8-12-17-11-14-20-7-27-10-21-5*
99,15.617518120177694,366,23-1-14*27-15-6*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
100,15.62833177460837,364,23-1-14*27-15-6*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-15-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*2-29-15-21*12-19-22-0-28-16-27-29-2-15*4-1-3*24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
101,15.631458966565347,359,23-1-14*27-15-6*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-6-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*2-29-15*19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
102,15.633066401683424,353,23-1-14*27-15-6*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-6-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21-2*2-29*19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
103,15.67778232405892,345,23-1-14*27-15-6*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*5-21-6-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21*2-29*19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
104,15.704261164367548,342,23-1-14*27-15-6*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*21-6-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21*2-29*19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
105,15.707680617255086,337,23-1*27-15-6*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*26-8-12-18-13-6-10-29-2-7-24-1-3*21-6-16-28-25-11-14-9-3*15-10-7-28-17-19-22-0-13-6-5-21*2-29*19-22-0-28-16-27-29-2-15*4-1-3*4-24-23*3-1-23-20-14-24-4-7-25-0-18-12-19*0-19-8-12-17-11-14-20-7-27-10-21-5*
106,15.74175824175824,333,14-23-3-1*27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-10-29-2-7-24-1-3*21-6-16-28-25-11-14*21-15-2-29-27-16-28-0-22-19-8*2-29*15-10-7-28-17-19-22-0-13-6-5-21*4-1-3-9*4-24-14-20-23-1-3*19-12-18-0-25-7-4-24*19-8-12-17-11-14-20-7-27-10-21-5-15*
108,15.747895721299976,332,14-23-3-1*2-27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-10-29-2-7-24-1-3*21-6-16-28-25-11-14*21-15-2-29-27-16-28-0-22-19-8*2-29*15-10-7-28-17-19-22-0-13-6-5-21*4-1-3-9*4-24-14-20-23-1-3*19-12-18-0-25-7-4-24*19-8-12-17-11-14-20-7-27-10-21-5*
109,15.749035538929157,331,14-23-3*2-27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-10-29-2-7-24-1-3*21-6-16-28-25-11-14*21-15-2-29-27-16-28-0-22-19-8*2-29*15-10-7-28-17-19-22-0-13-6-5-21*4-1-3-9*4-24-14-20-23-1-3*19-12-18-0-25-7-4-24*19-8-12-17-11-14-20-7-27-10-21-5*
107,15.755494505494504,327,14-23-3-1*27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-10-29-2-7-24-1-3*21-6-16-28-25-11-14*21-15-2-29-27-16-28-0-22-19-8*2-29*15-10-7-28-17-19-22-0-13-6-5-21*4-1-3-9*4-24-14-20-23-1-3*19-12-18-0-25-7-4-24*19-8-12-17-11-14-20-7-27-10-21-5*
110,15.77653729249474,322,14-11-25-28-16-6-21*27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-10-29-2-7-24-3-1*3-4*21-15-2-29-27-16-28-0-22-19-8*2-29*15-10-7-28-17-19-22-0-13-6-5-21*1-9*4-24-14-20-23-1-3*22-19-12-18-0-25-7-4-24*19-8-12-17-11-14-20-7-27-10-21-5*
111,15.797901566518588,317,11-25-28-16-6-21*27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-10-29-2-7-24-3-1*3-4*21-15-2-29-27-16-28-0-22-19-8*2-29*15-10-7-28-17-19-22-0-13-6-5-21*1-9*4-24-14-20-23-1-3*22-19-12-18-0-25-7-4-24*19-8-12-17-11-14-20-7-27-10-21-5*
112,15.811462473696515,305,11-25-28-16-6-21*27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-10-29-2-7-24-3-1*3-4*21-15-2-29-27-16-28-0-22-19-8*2-29*15-10-7-28-17-19-22-0-13-6-5*1-9*24-20-14-11-17-12-8*19-12-18-0-25-7-4-24-23*5-21-10-27-7-20-23-3*
114,15.838350479307929,304,11-25-28-16-6-21*2-27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-15-10-29-2-7-24-3-1-9*9-3*2-29-27-16-28-0-22-19-12*21-15-2-29*15-10-7-28-17-19-0-13-6-5-21*3-9*20-24-14-11-17-12*12-18-0-25-7-4-24-23*5-21-10-27-7-20-23-3-1*
113,15.845949263502456,299,11-25-28-16-6-21*27-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-15-10-29-2-7-24-3-1-9*9-3*2-29-27-16-28-0-22-19-12*21-15-2-29*15-10-7-28-17-19-0-13-6-5-21*3-9*20-24-14-11-17-12*12-18-0-25-7-4-24-23*5-21-10-27-7-20-23-3-1*
115,15.859334814122048,298,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-15-10-29-2-7-24-3-1-9*9-3*2-29-27-16-28-0-22-19-12*21-15-2-29*15-10-7-28-17-19-0-13-6-5-21*3-9*20-24-14-11-17-12*12-18-0-25-7-4-24-23*5-21-10-27-7-20-23-3-1*
116,15.8730126256722,296,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-15-10-29-2-7-24-3-1-9*9-3*2-29-27-16-28-0-22-19-12*21-15-2*15-10-7-28-17-19-0-13-6-5-21*3-9*20-24-14-11-17-12*12-18-0-25-7-4-24-23*5-21-10-27-7-20-23-3-1*
117,15.876169043722236,294,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-15-10-29-2-7-24-3-1-9*9-3*2-29-27-16-28-0-22-19-12*21-2*15-10-7-28-17-19-0-13-6-5-21*3-9*20-24-14-11-17-12*12-18-0-25-7-4-24-23*5-21-10-27-7-20-23-3-1*
118,15.892974047229366,291,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-15-10-29-2-7-24-3-1*9-3*2-29-27-16-28-0-22-19-12*21-2*15-10-7-28-17-19-0-13-6-5-21*3-9*24-14-11-17-12-8*12-18-0-25-7-4-24-14*5-21-10-27-7-20-23-3-1*
119,15.90749941547814,288,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-18-13-6-15-10-29-2-7-24-3-1*9-3*2-29-27-16-28-0-22-19-12*21-2*15-10-7-28-17-19-0-13-6-5-21*3-9*24-14-11-17-12-8*12-18-0-25-7-4-24*5-21-10-27-7-20-23-3-1*
120,15.916238017301849,287,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19-12*5-21-2*15-10-7-28-17-22-0-13-6-5-21*3-9*8-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-23-3-1*
121,15.951309328968904,284,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19-12*5-21-2*15-10-7-28-17-22-0-13-6-5*3-9*8-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-23-3-1*
125,15.982727379003975,280,11-25-28-16-6-21*2-10-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19-12*5-21*15-27-7-28-17-22-0-13-6-5*3-9*8-19-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23-3*
124,15.995908346972175,279,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19-12*5-21*15-27-7-28-17-22-0-13-6-5*3-9*8-19-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23-3*
126,16.038403086275427,274,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19*5-21*15-27-7-28-17-22-0-13-6-5*3-9*8-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23-3*
122,16.084229600187047,272,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19*5-21*15-10-7-28-17-22-0-13-6-5*3-9*19-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23-3*
127,16.13555061959317,268,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19*5-21*27-7-28-17-22-0-13-6-5*3-9*8-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23-3*
123,16.193418283843815,267,11-25-28-16-6-21*2-15*6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19*5-21*15-27-7-28-17-22-0-13-6-5*3-9*19-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23-3*
87,16.19517184942717,266,1-23*7-28-17-19-22-0-13-6-5-21*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-0-13-6-10-29-2-7-24-3-1*25-28-16-15-21-5*15-2*10-15*22-0-28-16-27-29-2*3-1*20-24-3*14-24-4-7-25-0-18-19*8-12-17-11-14-20-7-27-10-21-5*
128,16.207885199906478,265,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19*5-21*27-7-28-17-22-0-13-6-5*3-9*8-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23*
129,16.220160158989945,261,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19*5-21*7-28-17-22-0-13-6-5*3-9*8-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14-23*
130,16.280658171615617,258,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*2-29-27-16-28-0-19*5-21*7-28-17-22-0-13-6-5*3-9*8-12-18-13-6-15-10-29-2-7-24-1-3*24-20*5-21-10-27-7-20-14*
132,16.3459200374094,253,11-25-28-16-6-21*2-10-15-6-13-0-12*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-20-7-27-10-21*9-3*29-10*5-21*7-28-17-22-18-13-6-5*3-9*1-3-24-7-2-29-27-16-28-0-19*24-20*14-24-4-7-25-0-18-22-19*
131,16.397942483048865,251,11-25-28-16-6-21*2-15*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-24-4-7-25-0-18*9-3*29-10-15-6-13-18-12*5-21*7-28-17-22-0-13-6-5*3-9*1-3-24-7-2-29-27-16-28-0-19*24-20*21-15-10-27-7-20-14*
134,16.410860416179567,250,25-28-16-6-21*2-10-15-6-13-0-12*13-6-16-7-14-23-9-1-3-11-17-22-18-0-26*8-12-19-17-11-14-20-7-27-10-21*9-3*29-10*5-21*7-28-17-22-18-13-6-5*3-9*1-3-24-7-2-29-27-16-28-0-19*4-24-20*14-24-4-7-25-0-18-22-19*
