,R_x,f_1,f_2,Generation,Rank
0,0-1-4-3-5-7-9-10-12-13*0-1-3-5-14-8*4-1-2-5-14-6-9-10-11*0-1-2-5-7-9-10-12-13*8-14-6-9-13-12-10-11*9-10-11-3-5-7-14-6*,10.207607994842038,220.0,308,0.0
1,0-1-4-3-5-7-9-10-12*0-1-3-5-14-8*4-1-2-5-14-6-9-10-11*0-1-2-5-7-9-10-12-13*8-14-6-9-13-12-10-11*9-10-11-3-5-7-14-6*,10.208252740167634,218.0,301,0.0
2,0-1-4-3-5-7-9-10*0-1-3-5-14-8*4-1-2-5-14-6-9-10*0-1-2-5-7-9-10-12-13*8-14-6-9-13-12-10-11*9-10-11-3-5-7-14-6*,10.21792392005158,203.0,229,0.0
3,0-1-4-3-5-7-9-10*0-1-3-5-14-8*4-1-2-5-14-6-9-10*0-1-2-5-7-9-10-12*8-14-6-9-13-12-10-11*9-10-11-3-5-7-14-6*,10.221147646679562,201.0,155,0.0
4,0-1-4-3-5-7-9*0-1-3-5-14-8*4-1-2-5-14-6-9-10*0-1-2-5-7-9-10-12*8-14-6-9-13-12-10-11*9-10-11-3-5-7-14-6*,10.23920051579626,196.0,195,0.0
0,0-1-2-5-14-6*0-1-3-11-10-12-13-9*8-14-6-9-10-11*0-1-4-3-5-7-9-10*4-3-5-7-14-6*0-1-2-5-7-9-10-12*,10.24113475177305,180.0,111,0.0
2,2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-2-5-7-9-10-12*8-14-6-9-10-11*4-3-5-7-9-10-12*0-1-3-11-10-12-13-9*,10.249516441005802,179.0,151,0.0
3,0-1-2-5-7-9-10-12-13*8-14-6-9-10-11*4-3-5-7-14-6*0-1-3-11-10-12-13-9*0-1-2-5-14-6*2-1-4-3-5-7-9-10*,10.250805931656997,176.0,120,0.0
3,2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-2-5-7-9-10-12-13*8-14-6-9-10-11*4-3-5-7-9-13-12*0-1-3-11-10-12-13*,10.25338491295938,173.0,226,0.0
4,2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-2-5-7-9-10-12*8-14-6-9-10-11*4-3-5-7-9-13-12*0-1-3-11-10-12-13*,10.254674403610574,171.0,184,0.0
5,2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-3-11-10-12-13*8-14-6-9-10-11*4-3-5-7-9-13*0-1-2-5-7-9-10-12*,10.25918762088975,169.0,247,0.0
6,2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-2-5-7-9-13-12*8-14-6-9-10-11*4-3-5-7-9-10*0-1-3-11-10-12-13*,10.270148291424888,166.0,228,0.0
7,0-1-2-5-7-9-13-12*0-1-2-5-14-6*2-1-4-3-5-7-9-10*0-1-3-4*6-14-7-5-3-11-10-12*8-14-6-9-10-11*,10.275306254029658,164.0,419,0.0
7,3-5-7-14-6*0-1-2-5-7-9-13-12*0-1-2-5-14-6*10-9-7-5-3-4-1-2*0-1-3-11-10-12-13*8-14-6-9-10-11*,10.288201160541586,162.0,156,0.0
