Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,1.0,0.1037710720301423,0.099042252731233,0.0991653829143419,0.0995900371446278,0.1000977273688686,0.0988635848185357,0.0979379753270931,0.0951978309823173,0.1028409849833348,0.1034931516995053
2,2.0,0.1063432287793567,0.0991763204087532,0.0985040149261152,0.0995759468308538,0.1004028722995131,0.0973487669302659,0.0954529135797614,0.090227577901893,0.106005920543492,0.1069624377999953
3,3.0,0.1094883826398241,0.0991482890638743,0.0969693936703745,0.0994062652622816,0.1009440182773935,0.0968170029516941,0.0927442216837694,0.0861000034070337,0.1089541138528865,0.109428309190868
4,4.0,0.11357942403176,0.0992615612960187,0.096135323727561,0.0987344549955504,0.0995241166613002,0.0954272817799901,0.0895632649291561,0.0819676664560221,0.1125560995138218,0.1132508066088194
5,5.0,0.115732851459232,0.0991182835649447,0.0957658832801278,0.0984348605336922,0.0988309695707598,0.0951286538075244,0.0864996053312832,0.0781560308313022,0.115504162721362,0.1168286988997711
6,6.0,0.1191038686459352,0.0989479110211613,0.0949104470728237,0.0980907539204826,0.0984224451247202,0.0938691689707923,0.083231240388558,0.0737540340028171,0.1195503908261392,0.1201197400265699
7,7.0,0.1219605986638102,0.0984666764828026,0.0949214777855665,0.0972766803361014,0.0971307080433068,0.093263546699435,0.0800295446630052,0.0701638431974444,0.1237205930035025,0.1230663311250249
8,8.0,0.1245701485934968,0.0985466168698556,0.0954351896055215,0.0956519854438255,0.0966493753772553,0.0923973989633823,0.0760221830971708,0.0665109464259315,0.1279955145374351,0.1262206410861251
9,9.0,0.1272963807709322,0.0984900355905803,0.0956173898571648,0.0932584752420365,0.0958334857960482,0.0912441627108546,0.0725037494064085,0.0640407008921506,0.1319714720804544,0.1297441476533696
10,10.0,0.1291711319076664,0.0972371246238154,0.0957669282387834,0.0917183294314415,0.0945353415509516,0.090846321268149,0.0702950312122164,0.0620030791195809,0.1365418670353827,0.1318848456120122
11,11.0,0.130077666855942,0.0979841238984912,0.0964782038926846,0.0902126149795654,0.0929097116525884,0.0899498101396611,0.0661687259719636,0.0612976075093206,0.1405008190016322,0.1344207160981504
12,12.0,0.1317160985336097,0.0986600898169693,0.0966048276676405,0.0879027150434044,0.0914953189371804,0.0893224320635406,0.0627571868671625,0.0590139853009945,0.1448473520321731,0.1376799937373245
13,13.0,0.1327325848204764,0.0999614622700338,0.0969090667587296,0.086062499573877,0.0895945335485417,0.0901430494819699,0.0592288784737657,0.0572242025297009,0.1480829173389315,0.1400608052039729
14,14.0,0.1344726835261206,0.1002576658802918,0.0973735489257394,0.0839927849520636,0.0878131183710374,0.0887275587966237,0.0562825588056065,0.0574433332487197,0.1515438279827404,0.1420929195110563
15,15.0,0.1352361294416878,0.1010322872340468,0.0971347237598724,0.0829142529226359,0.0875660574894805,0.0875871026876881,0.0542859137722299,0.056257926849182,0.1554480618254548,0.1425375440177212
16,16.0,0.1376830811102137,0.101413691078113,0.0973991009304326,0.0806477248407341,0.0863488456486527,0.0870968341681437,0.052455759424224,0.0552695188072043,0.1585937775357593,0.143091666456522
17,17.0,0.138201303509229,0.1009594029948145,0.0983684344915844,0.0777534559530179,0.0846624130206126,0.0865112232051061,0.0516685097694564,0.0550206013924576,0.1618429932440556,0.1450116624196652
18,18.0,0.1399877250371327,0.1012563849767167,0.1000981383110375,0.074798069021351,0.083496381655179,0.0859379168023739,0.0484823344592069,0.0543116175607003,0.165841749051177,0.1457896831251244
19,19.0,0.1419009989097591,0.101441614727361,0.1015830954106224,0.07348018198621,0.0815298150235095,0.0848361541760594,0.0459500168514865,0.0537559998105904,0.1685709399066277,0.1469511831977732
20,20.0,0.1438291133946669,0.1029137542493455,0.1027731105724079,0.0699457750123669,0.0807165942313021,0.0848341525382412,0.0437654064847366,0.0528476985126835,0.1714461093618585,0.1469282856423903
21,21.0,0.1448657968344676,0.1034384725951421,0.1026214133608364,0.0668514286149309,0.0799840937690472,0.0843510004794368,0.0421540118989256,0.0525268966267336,0.175116327091104,0.1480905587293751
22,22.0,0.1458562020583334,0.103552878428899,0.1041656477910276,0.0651882668562761,0.0781345492901182,0.084380581060425,0.0391105796921016,0.051224346258767,0.1802119859111037,0.1481749626529476
23,23.0,0.1476524945188954,0.1024924917945706,0.1035337305538998,0.0634336535833721,0.0752492206422514,0.0863427766979451,0.0374491591789884,0.0513287870074419,0.1847354152503698,0.1477822707722648
