,f_1,f_2,R_x
0,16.040974982464345,666.0,22-17-18-0-13-6-21-10-7-16-27-2-29-15-5*13-6-16-28-25-22-19-12-18-0-17-11-14-3-1*26-0-18-22-19-12-17-28-7-16-27-2-10-15-21*23-9-1-4-24-20-7-25-0-18-13-6-5-21-10*9-1-3-23-14-20-7-16-27-2-29-15-21-10-6*6-13-18-0-22-17-11-14-20-7-27-10-15-29-2*17-11-3-1-23-14-20-24-4-7-25-0-12-8-19*10-29-27-15-5-6-16-7-14-23-1-9-3-4-20*5-6-2-15-21-10-29-27-16-28-17-19-12-8-26*21-6-13-18-0-26-8-12-19-22-17-11-3-1-9*28-25-0-19-17-22-18-13-6-5-21-2-27-29-15*8-12-19-18-0-25-11-3-4-24-20-14-23-1-9*
1,34.876724339490295,98.0,6-15-10*13-18-0-22-17*17-12-8*4-24*22-25-28*2-27-7-20-24-1*1-9-23-14-11-17*5-21-10-2-29*0-26*16-27*3-1*12-19*
2,30.03489595510872,101.0,0-12-8-26*19-17-22*10-27*4-24*7-28-0-18*6-5-21-10*3-1-24-20*11-14-20-7-16-27-2-29*9-23-14*13-18-22*25-28*15-10*
3,17.552227028290858,387.0,25-11-3-9-1-24-20-23-14-4-7*22-17-28-25-11-14-23-20*8-19-22-17-28-16-27-2-29-15*19-12-18-0-22-17-28-25-7-20-24*13-6-5-21-10-15-2-29-27-7*21-5-6-16-7-14-1-3-9*19-17-22-18-0-12-8-26*9-3-4-20-24-14-23-1*4-23-9-1-3-11-17-22-0-18-13*6-15-10-16-7-20-14-11-25*5-21-10-6-16-28-25-0-18-19-12-8-26*12-19-22-18-0-25-7-20-24-4*
4,17.919803600654664,285.0,7-10-16-28-25-11-14-24-4-20*11-17-22-0-25-7-20-14*1-3-23-14-7-27-2*1-3-9-23-14-11-17-22*12-17-22-18-0-26*2-21-10-29*12-19-22-18-13-6-5-21*15-16-27-2-21*2-29-27-16-28-17-19-8*9-23-14-7-16-6-21*2-29-27-7-20-24-4*8-26-0-28-17-22-19*
5,25.900368248772505,106.0,26-0*1-9*12-18*22-0-13-6-5-21*27-15-10*8-12-19-22-25-7-20-24*3-1-23-14-20-7-16*4-24*7-27-2-29*25-28*11-17-22*28-25*
6,24.35173602992752,113.0,28-25*9-23-14-20*18-0-13-6-21*11-25*15-10-2-27*26-0*4-24*3-1-24-20-7-16-6-5*8-12-19-22-25-7-27-29*22-0*25-28*19-17*
7,27.898643909282207,105.0,2-29*4-24-14-23-1-3-9*28-25*0-26*2-27*16-7-20*18-22*11-14-7-25-28-0-18*8-12-19-0-13-6-5-21*7-27*22-17*15-6-10*
8,20.757481879822304,175.0,18-22-0-12*14-11-17-19-12-8*5-21-10-27-7-14-23-9*28-25*24-4-7-25-22-18-0-26*13-6-16-28-17*7-27-2-29*15-10-27-16-7*20-7-25-22-19*22-0-28-16-10*19-17*3-1-23-4*
9,16.334112695814824,558.0,13-18-22-25-7-20-24-4-14-3*9-1-3-23-20-7-27-10-15-5-6-13-18-22-19*26-0-22-17-28-7-27-29-10*2-29-27-16-6-13-18-17-22-0-25-28*21-15-2-29-27-16-28-25-0-18-22-17*17-28-25-7-2-29-27-15-21-5-6-10*5-6-15-10-27-16-28-25-11-14-7-20-24-3-9*26-8-12-0-18-13-6-15-10-7-4-20-14-24-23*13-18-22-17-19-12-0-28-7-25-11-3-23-24*23-1-3-4-24-20-7-27-16-28-0-19-22-17-18*24-4-3-23-9-1-14-7-27-10-21-6-16*24-4-1-9-3-11-17-22-18-0-26-8*
