,f_1,f_2,R_x
22,10.268858800773694,178,4-3-5-7-9-10-12-13*8-14-6-9-10-11*0-1-3-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6-9-13*12-10-11-3-5-7-14-6*
23,10.295938104448744,161,4-3-5-7-9-13-12*8-14-6-9-10-11*0-1-3-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6*12-10-11-3-5-7-14-6*
24,10.331399097356543,156,4-3-5-7-9-13-12*8-14-6-9-10-11*0-1-3-4*0-1-2-5-7-9-10*0-1-2-5-14-6*12-10-11-3-5-7-14-6*
27,10.35525467440361,155,4-3-5-7-9-13-12-10*8-14-6-9-10-11*0-1-3-11-10-12*0-1-2-5-7-9-10*4-1-2-5-14-6*6-14-7-5-3*
33,10.362991618310769,151,5-7-14-8*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3-4*6-14-5-2-1-3-4*
32,10.368794326241137,150,5-7-14-8*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3-4*6-14-5-2-1-4*
35,10.381044487427468,143,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3-4*6-14-5-2-1-3-4*
34,10.38749194068343,142,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3-4*6-14-5-2-1-4*
38,10.397807865892972,140,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3*6-14-5-2-1-0*
41,10.401031592520956,139,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3*6-14-5-2-1-3-4*
42,10.40747904577692,138,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3*6-14-5-2-1-4*
40,10.433268858800774,137,7-14*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3*6-14-5-2-1-3-4*
39,10.439716312056738,136,7-14*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3*6-14-5-2-1-4*
36,10.444229529335912,135,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3*6-14-5-2-1-3*
43,10.448742746615087,134,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3*8-14-6-9-10-11-3*6-14-5-2-1-4*
47,10.464861379754996,133,7-14-6*4-3-5-7-9-13-12-10*0-1-2-5-7-9-10-12*2-1*8-14-6-9-10-11-3-1*6-14-5-2-1-4*
37,10.465506125080593,132,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-3-4*8-14-6-9-10-11-3*6-14-5-2-1*
45,10.46808510638298,131,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*2-1-3*8-14-6-9-10-11-3-1*6-14-5-2-1-4*
46,10.474532559638943,128,7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*2-1*8-14-6-9-10-11-3-1*6-14-5-2-1-4*
34,10.502901353965184,126,4-3-5-7-9-10*8-14-6-9-10-11-3-1*12-10*0-1-2-5-7-9-13-12*4-1-2-5-14-6*6-14-7*
31,10.527401676337847,124,7-14*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*1-3-11*8-14-6-9-10-11*6-14-5-2-1-4*
44,10.56092843326886,123,1-4-3-5-7-9-10-11*8-14-6-9*13-12-10*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*6-14-7*
48,10.56608639587363,121,7-14-6*4-3-5-7-9-13-12-10*0-1-2-5-7-9-10-11*1-3-11*8-14-6-9*6-14-5-2-1-4*
27,10.59832366215345,119,7-14*4-3-5-7-9-13-12-10*0-1-2-5-7-9-10-11*1-3-11*8-14-6-9*6-14-5-2-1-4*
45,10.646034816247582,117,4-3-5-7-9-10-11*8-14-6-9*13-12-10*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*6-14-7*
42,10.655705996131529,115,4-3-5-7-9-10-11*8-14-6-9*12-10*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*6-14-7*
41,10.687943262411348,113,4-3-5-7-9-10-11*8-14-6-9*12-10*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*14-7*
