,f_1,f_2,R_x
0,10.18955513,214,9-13-12-10-11-3-1-0*0-1-2-5-7-9-10-12-13*0-1-2-5-14-6*0-1-4-3-5-7-14-6*11-10-9-7-5-3-4-1-2*4-3-11-10-9-6-14-8*
1,10.19922631,190,9-13-12-10-11-3-1-0*0-1-2-5-7-9-10-12-13*0-1-2-5-14-6*0-1-4-3-5-7-14-6*10-9-7-5-3-4-1-2*11-10-9-6-14-8*
2,10.2205029,183,9-13-12-10-11-3-1-0*9-7-5-3-4-1-2*0-1-2-5-14-6*0-1-2-5-7-9-10-12*8-14-6-9-10-11*0-1-4-3-5-7-14-6*
3,10.24629271,175,0-1-2-5-7-9-10-12*8-14-6-9-10-11*4-3-5-7-9-13*0-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-3-11-10-12-13*
4,10.25918762,169,2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-3-11-10-12-13*8-14-6-9-10-11*4-3-5-7-9-13*0-1-2-5-7-9-10-12*
0,10.27337202,163,1-3-11-10-9-6-14-8*4-3-5-7-9-13-12*0-1-2-5-14-6*4-3-1-0*6-14-7-5-3-4-1-2*0-1-2-5-7-9-10-12-13*
0,10.2972276,158,3-11-10-9-6-14-8*4-3-5-7-9-13-12*0-1-2-5-14-6*4-3-1-0*6-14-7-5-3-4-1-2*0-1-2-5-7-9-10-12*
0,10.33526757,149,4-3-5-7-9-13-12*4-1-2-5-14-6*7-14-6*0-1-3-5-14-6*8-14-6-9-10-11-3-4*0-1-2-5-7-9-10-12-13*
0,10.35332044,146,0-1-3-5-14-6*8-14-6-9-10-11-3-1*4-1-2-5-14-6*7-14-6*12-13-9-7-5-3-4*0-1-2-5-7-9-10-12*
0,10.38233398,142,3-5-7-14-6*1-3-11-10-9-6-14-8*0-1-2-5-14-6*0-1-2-5-7-9-10-12*4-1-2*4-3-5-7-9-13-12*
0,10.40103159,139,0-1-3-4*4-3-5-7-9-13-12*4-3-1-2-5-14-6*0-1-2-5-7-9-10-12*3-11-10-9-6-14-8*6-14-7*
1,10.40747905,138,0-1-3-4*4-3-5-7-9-13-12*4-1-2-5-14-6*0-1-2-5-7-9-10-12*3-11-10-9-6-14-8*6-14-7*
0,10.42940039,134,12-13*4-1-2-5-14-6*4-3-5-7-9-13*0-1-2-5-7-9-10-12*7-14-6*8-14-6-9-10-11-3-1-0*
2,10.47453256,128,12-13*4-1-2-5-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*7-14-6*8-14-6-9-10-11-3-1*
1,10.48420374,126,12-13*4-1-2-5-14-6*4-3-5-7-9-13*0-1-2-5-7-9-10-12*7-14-6*8-14-6-9-10-11-3-1*
20,10.57382334,123,11-3-1-2-5-14-6*11-10-9-7-5-2-1-0*4-1-2*8-14-6-9-13-12-10*7-14-6*9-7-5-3-4*
0,10.58929723,121,13-12-10*9-6-14-8*4-1-2*12-13-9-7-5-2-1-0*4-3-5-7-9-10-11*11-3-1-2-5-14-6*
11,10.60283688,119,9-6-14-8*12-10*14-7*11-10-9-7-5-3-4-1*12-13-9-7-5-2-1-0*6-14-5-2-1-3-11*
0,10.620245,117,12-10*9-6-14-8*4-1-2-5-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10-11*11-3-1*
13,10.67827208,115,9-6-14-8*13-12-10*14-7*11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*6-14-5-2-1-3-11*
10,10.68794326,113,9-6-14-8*12-10*14-7*11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*6-14-5-2-1-3-11*
25,10.75757576,112,13-12-10-9-7-5-3-4*11-10-9-6-14-8*2-1-3-11*6-14-7-5-2-1-0*2-1-4*13-9*
0,10.77047066,110,11-3-1*11-10-9-6-14-8*13-12-10-9-7-5-3-4*2-1-4*0-1-2-5-7-14-6*9-13*
21,10.80915538,108,6-14-7-5-2-1-0*11-10-9-6-14-8*13-12-10-9-7-5-3-4*9-13*1-3-11*1-4*
0,10.82269504,107,12-10*9-6-14-8*4-1-2-5-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10-11*3-1*
