,R_x,f_1,f_2,Generation,Rank
0,4-24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8-19-22-18*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*12-0-28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8-26*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.33767827916764,635.0,1411,0.0
1,4-24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8-19-18*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*0-28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.338555061959315,630.0,1423,0.0
2,4-24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8-19-22*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*0-28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.341565349544071,629.0,1412,0.0
3,4-24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8-19-22*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*12-0-28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.342120645312134,628.0,1390,0.0
4,4-24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8-19-18*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*0-28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.343728080430209,626.0,1428,0.0
5,24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*0-28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8-26*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.345335515548282,624.0,1423,0.0
6,24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8-26*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.348141220481644,619.0,1390,0.0
7,24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.350216273088613,614.0,1351,0.0
8,24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*3-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.351911386485854,613.0,1389,0.0
9,24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.35299275192892,612.0,1372,0.0
10,24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*,14.354600187046996,609.0,1358,0.0
