,Run_nr,HV
0,Run_1,0.8507960330815207
1,Run_2,0.8473175898863039
2,Run_3,0.8465340417328099
3,Run_4,0.8453775702564414
4,Run_5,0.8495921459877924
5,Run_6,0.8474824149994338
6,Run_7,0.8455107604210083
7,Run_8,0.848408689745462
8,Run_9,0.8454873902074628
9,Run_10,0.8451305089992402
10,Run_11,0.8503675410918766
11,Run_12,0.8479636276728348
12,Run_13,0.8445209974832559
13,Run_14,0.8468772972968144
14,Run_15,0.8489369550579957
15,Run_16,0.8480708991613379
16,Run_17,0.8471874634610381
17,Run_18,0.8446025863584601
18,Run_19,0.8484717337330621
19,Run_20,0.8493401705638239
20,Means,0.8473988208598987
