,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.5777698905930315,2302,1,115101
1,Run_2,0.5732511856031975,2393,1,119651
2,Run_3,0.5721455639444073,2549,0,127423
3,Run_4,0.5720889381031061,1830,0,91501
4,Run_5,0.5693671399225668,2062,0,103074
5,Run_6,0.5678607742008517,2107,0,105351
6,Run_7,0.5639245143701515,1608,10,80400
7,Run_8,0.5676435223532624,1860,0,93001
8,Run_9,0.5664134725240111,2085,0,104251
9,Run_10,0.5688015065299229,1635,0,81751
10,Run_11,0.5659900999038755,1635,0,81745
11,Run_12,0.5604350958431787,1261,1,63051
12,Run_13,0.565691324622827,2126,0,106301
13,Run_14,0.5634011926715278,1508,0,75355
14,Run_15,0.5676132716371566,2833,0,141651
15,Run_16,0.5776265073681706,1300,0,65001
16,Run_17,0.5643380832605425,1298,0,64901
17,Run_18,0.5750795293216164,1732,0,86601
18,Run_19,0.5769116736923063,2113,0,105651
19,Run_20,0.590378009548901,2028,0,101401
20,Run_21,0.5874891455529154,2283,1,114151
21,Run_22,0.5949729982518187,2297,0,114851
22,Run_23,0.6115383371724366,3256,0,162768
23,Run_24,0.6180976578308716,2455,0,122751
24,Run_25,0.6231162221626991,2722,0,136101
25,Run_26,0.6286639503773648,2529,0,126451
26,Run_27,0.5350096528878985,602,600,6731
27,Run_28,0.6444601335444706,3924,0,196201
28,Run_29,0.6541704271705616,3421,0,171051
29,Run_30,0.6484525134555951,3113,0,155651
