Total_iterations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex
0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
1,1.0,0.1670068192325473,0.1670068192325473,0.1665230466944058,0.1664877716134997,0.1664877716134997,0.1664877716134997
2,2.0,0.1664479045307443,0.1678764759593157,0.1672749059177068,0.1658954759593157,0.1658359521497919,0.1666692854831252
3,3.0,0.16559798457261,0.1688575083821338,0.1677570561316587,0.1650342649429804,0.1662253363715518,0.166527849599065
4,4.0,0.1644607593314409,0.1698305263715903,0.1686160163318706,0.1642598507689448,0.1667071320092187,0.1661257151869342
5,5.0,0.1630860621438992,0.1723740628395109,0.1688525298895287,0.1630111164454603,0.1673828306265923,0.1652933980550082
6,6.0,0.1615213318614423,0.1755517945945338,0.1687746244814599,0.1619565311142564,0.167677078590322,0.1645186393579853
7,7.0,0.1593383292084963,0.1791975059943798,0.1697266709454674,0.1606290755462668,0.1680365993726556,0.1630718189327338
8,8.0,0.1570510172539455,0.1830937252513515,0.1709143816979315,0.159197914199453,0.1677990985817375,0.1619438630155806
9,9.0,0.1549992527540484,0.1877763737121009,0.1714797061798751,0.1571805577329939,0.1672322958884447,0.1613318137325367
10,10.0,0.15248381978716,0.1924990686257294,0.1717049364742373,0.1552444540871735,0.1667759716611296,0.1612917493645699
11,11.0,0.1503108878990449,0.1977306382253468,0.1717669188394355,0.1531960736404868,0.1663693382955007,0.1606261431001851
12,12.0,0.1484485021299992,0.2031653685696205,0.1720580492636628,0.1512667158610958,0.1660122002008503,0.1590491639747711
13,13.0,0.1458197693363442,0.2093469168489627,0.1717031065873791,0.1501011994474923,0.1656076858355337,0.1574213219442877
14,14.0,0.1432039817084814,0.2156838270621403,0.1716088868767592,0.1490433782819505,0.1649669480991872,0.1554929779714813
15,15.0,0.1416072467533338,0.2217449034730741,0.1713818504922839,0.1480140622008,0.1639399174360363,0.1533120196444716
16,16.0,0.1407726364321912,0.2281000851758458,0.1703083675360016,0.1472578983186179,0.1630774109723105,0.1504836015650329
17,17.0,0.1401294390548134,0.2340365462727626,0.1693843030929355,0.1463407408833191,0.1625477172030849,0.1475612534930842
18,18.0,0.1397804013314948,0.2396336673566375,0.1689093951520751,0.1453959292539604,0.1612731216520189,0.1450074852538131
19,19.0,0.1396581380443678,0.2446585216173406,0.1687428544537503,0.1435520286428871,0.1598000909826258,0.1435883662590282
20,20.0,0.1395146043060944,0.249796311285306,0.1682887320139133,0.1416380972625918,0.1584029000531333,0.142359355078961
21,21.0,0.138877475423285,0.2552068655706285,0.1677765069772933,0.1396857035592256,0.1571305617664714,0.1413228867030963
22,22.0,0.1379612817330207,0.2611762558486726,0.1672655967024197,0.1377823202662318,0.1558328189032281,0.1399817265464272
23,23.0,0.1372018183619705,0.2672245160103499,0.1665701778956539,0.1360680796117967,0.1546764546421358,0.1382589534780933
24,24.0,0.1363299616663195,0.2729519495953829,0.1663340459225254,0.134650534863375,0.1530749285683889,0.1366585793840083
25,25.0,0.1357941225567545,0.2781332648880244,0.165879547247003,0.1335191239655992,0.1515814193689595,0.1350925219736594
26,26.0,0.1353289597247173,0.2826776877144353,0.1657855892167649,0.1327928263247136,0.1496252286038414,0.1337897084155274
27,27.0,0.1342636006273189,0.2860780412925528,0.1662080922386198,0.1320311341841787,0.1481005181905867,0.1333186134667429
28,28.0,0.1328438465946977,0.2892757110849071,0.1671113242972792,0.1311173234624843,0.1467115527178069,0.1329402418428247
29,29.0,0.1314445345425195,0.292484655670612,0.1682769183094198,0.1302008599405203,0.1450189688873864,0.1325740626495419
30,30.0,0.1301236987621414,0.295371756337809,0.1705586833305382,0.1294978388725516,0.1418514783007731,0.1325965443961867
31,31.0,0.1283222306572178,0.2975099036537539,0.1731295842632485,0.1292183824357945,0.1384377594720537,0.1333821395179315
32,32.0,0.1260387945463622,0.2998296643939594,0.1756013230093023,0.1291768862491527,0.1351840864565573,0.1341692453446662
33,33.0,0.1234072075969801,0.301139132744041,0.1781744681307929,0.1294853814307524,0.1322895877598617,0.1355042223375719
34,34.0,0.1202597832091425,0.3021278755510808,0.1820521618671402,0.1295268581135694,0.1297162089958323,0.1363171122632348
35,35.0,0.1171601565748732,0.3027247052679476,0.1860717579005775,0.1297662327824411,0.1273492222260736,0.1369279252480869
36,36.0,0.1140779559305049,0.3027969645564766,0.1905920296855678,0.1302186684335608,0.1253366972057297,0.1369776841881602
37,37.0,0.1115081774808321,0.3015562019145107,0.1940358940338254,0.1315142649534943,0.1235926170336388,0.1377928445836985
38,38.0,0.1089816082761609,0.3002922829550435,0.1971353015582369,0.1327995637379218,0.1220524503084111,0.1387387931642257
39,39.0,0.1064999801311291,0.2996168396476952,0.1996630510977582,0.134008250063774,0.1207581503570363,0.1394537287026069
40,40.0,0.103960716883651,0.2984741688052789,0.2023603903786212,0.1362117064983138,0.1197814528732895,0.1392115645608453
41,41.0,0.1015920338773094,0.2973287146617811,0.2050734802739763,0.1383595251412351,0.1189986543188612,0.1386475917268367
42,42.0,0.0992206327196488,0.2964050724679116,0.207821151304653,0.1404019201829207,0.1177732668668727,0.1383779564579931
43,43.0,0.0974480466295988,0.2953422377205214,0.2104592567982743,0.1421122711560124,0.1166172725104386,0.1380209151851542
44,44.0,0.096252867949694,0.2947412135930097,0.211935892502424,0.1439362447077927,0.1155706092894736,0.1375631719576058
45,45.0,0.0955931347094221,0.293981478389189,0.2132638920825814,0.1447270650256887,0.1148922337099271,0.1375421960831914
46,46.0,0.0951062560371902,0.2931196772060459,0.2150086596027561,0.1454720417102412,0.1144906013724642,0.136802764071302
47,47.0,0.094802342385316,0.2921233668615072,0.217702292963068,0.1454442301454966,0.1140759144319144,0.1358518532126974
48,48.0,0.0948055146955468,0.2901283257377613,0.2205967797547255,0.1454546010544851,0.1141536270260953,0.1348611517313857
49,49.0,0.0944959499619637,0.2879921692333526,0.2240124078582866,0.1459531327543032,0.1142835179957596,0.1332628221963341
50,50.0,0.0940163342840357,0.2862481767128975,0.2281051221840425,0.1462004983277793,0.1140111499341704,0.1314187185570745
51,51.0,0.0936143546031606,0.2846452915504666,0.2315882022952895,0.1457671267438968,0.114196832743529,0.1301881920636574
52,52.0,0.0932989907047296,0.2834379974354631,0.2351628005403466,0.1448231057324753,0.1143735469099947,0.1289035586769906
53,53.0,0.09347195615891,0.2820399837226758,0.2383163366524878,0.144278940936089,0.1143192534183825,0.1275735291114547
54,54.0,0.0939193174431395,0.2800931767330554,0.2408113516971925,0.1439873805189919,0.1147128244211619,0.1264759491864589
55,55.0,0.0943410587397916,0.2785230429348825,0.2436809442012432,0.143523798817221,0.1150410484899648,0.1248901068168969
56,56.0,0.0948119490113884,0.276245168930934,0.2463365191886971,0.143689563197541,0.1154070311293981,0.1235097685420415
57,57.0,0.0951322796131908,0.2736994578925316,0.2483220664761154,0.1438853329193388,0.1159618216496079,0.1229990414492155
58,58.0,0.0955472825718927,0.271386151978565,0.2504145283599711,0.1440759402154612,0.1159715025617961,0.1226045943123139
59,59.0,0.0959852407155877,0.2688422235676631,0.2523894026418166,0.1442363781075058,0.1162600024900989,0.1222867524773279
60,60.0,0.0964020941069547,0.2657653754825356,0.2547241302873966,0.1442581721091418,0.1172872466846078,0.1215629813293635
61,61.0,0.0968030974050212,0.2624004345173819,0.2568344552785898,0.1445992099119616,0.1183033766998134,0.1210594261872321
62,62.0,0.0968594834107324,0.2591545638346085,0.258662175816624,0.1451592652964515,0.118971422559727,0.1211930890818565
63,63.0,0.0980480729744251,0.2567547618251342,0.2590018489282146,0.1454972386002375,0.1198032109571833,0.1208948667148053
64,64.0,0.0991736487910005,0.2545906891334406,0.2592593714781419,0.1459985452688864,0.1206121457714968,0.1203655995570337
65,65.0,0.1005232120604075,0.2525129751986757,0.2592625317869846,0.146524907998742,0.1211735440604072,0.120002828894783
66,66.0,0.1015905008637131,0.251241491952519,0.259096050323314,0.1471651092073485,0.1212725712978266,0.1196342763552788
67,67.0,0.1028239599305549,0.2500315914595017,0.2589199578231289,0.1475630383348488,0.1215789764140198,0.119082476037946
68,68.0,0.1040334928347009,0.248479880057282,0.258759267703318,0.1476620012786829,0.1221746273831636,0.1188907307428526
69,69.0,0.1053937660173306,0.2469534509798072,0.2585624567365978,0.1475706699824666,0.1227445364550876,0.1187751198287102
70,70.0,0.1068955625173699,0.2455538647291943,0.2584543343315247,0.1476015700933198,0.1229242064166094,0.1185704619119821
71,71.0,0.108801323276283,0.2431288645252319,0.2582983882352321,0.1480264329971502,0.1228157487749981,0.1189292421911046
72,72.0,0.1105136249486305,0.2407893143862868,0.2581595987025039,0.1486878256373522,0.1225903494502608,0.1192592868749657
73,73.0,0.1124582210351701,0.238587931406878,0.2575727543265447,0.1498901018852722,0.1218427569582874,0.1196482343878476
74,74.0,0.114230259765094,0.2368944866016614,0.2561457080406427,0.1509710811169843,0.1214764779924273,0.1202819864831902
