Total_iterations,Unnamed: 0.1,Intertwine_two,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1,1.0,0.1246467592592592,0.1246467592592592,0.1246467592592592,0.1266652777777777,0.1246467592592592,0.1246467592592592,0.1254541666666666,0.1246467592592592
2,2.0,0.1238437386363636,0.1238437386363636,0.1238437386363636,0.1288439238215488,0.1241770719696969,0.1238437386363636,0.126783880050505,0.1248201696127946
3,3.0,0.1226631382449495,0.1230335086153198,0.1230335086153198,0.1312251044065656,0.1232961685479797,0.1226631382449495,0.1289556284132997,0.1251298049116161
4,4.0,0.1212408015270622,0.1223482089344697,0.1219778385640993,0.1338648384479377,0.1224200570826178,0.1212408015270622,0.1313630698981061,0.1255443840186448
5,5.0,0.1195225186866956,0.1213562594274363,0.1205833800964925,0.1367751688206855,0.121400498116753,0.1195225186866956,0.1348459591620476,0.1259936970031939
6,6.0,0.1175288317511688,0.1203009653875324,0.118903979289998,0.1404854002863149,0.1204011470566286,0.1175288317511688,0.1387406358761879,0.1261102086010005
7,7.0,0.1152450881041589,0.118966866001096,0.1169586367852819,0.1438508837183247,0.1194734140987739,0.115614263731399,0.1436577679941591,0.1262330795668064
8,8.0,0.1126757728063894,0.1172899328589821,0.1147137840658027,0.1473836746720268,0.1177757316548044,0.1134100510035982,0.1509978778239251,0.1257531751144711
9,9.0,0.1101325241094172,0.1152632932069254,0.112201430835957,0.1512930609070303,0.1157434781902934,0.1112501837955025,0.1588929280403417,0.1252231009145324
10,10.0,0.1076647810417456,0.1129450599203167,0.1094936536242828,0.1560427212857875,0.113488136287143,0.1088740493744454,0.1668384228575282,0.1246531756087508
11,11.0,0.1051324697742146,0.1105441435623402,0.1067289561532573,0.1606252376951235,0.1111219419565049,0.1064416466308386,0.1755249468790845,0.1238806573486365
12,12.0,0.1026751501230007,0.1079435807302068,0.10342106617965,0.1652438411274348,0.1085524603344579,0.1040117158538978,0.1848559301006681,0.123296255550684
13,13.0,0.1001302929739661,0.1052640211474713,0.100082540609199,0.1699918342651838,0.1056848319207714,0.1015044463115012,0.1948664720235539,0.1224755607483532
14,14.0,0.0975499228606899,0.1025445343412342,0.0967391692889446,0.1746226809618778,0.1027658312379846,0.0987655671675536,0.2052042653899781,0.1218080287517372
15,15.0,0.094972301534201,0.0995983672274455,0.0934446667333876,0.1792505374534438,0.0998590273304072,0.0954721163191594,0.2163550228322612,0.1210479605696945
16,16.0,0.0921825483183086,0.096403399975854,0.0904727438793719,0.1842541499484554,0.0969717645022478,0.0922244552493223,0.22730377080679,0.1201871673196501
17,17.0,0.0891672638779489,0.0931601487977892,0.0875051468009152,0.1893073763751154,0.0940547872500715,0.0889655356372856,0.2382242583174691,0.1196154829434051
18,18.0,0.0862390857641196,0.0899250731829414,0.0846443556283725,0.1942838520412451,0.0912126683729494,0.0857652722334793,0.2487241166845042,0.1192055760923885
19,19.0,0.0833369839838919,0.0867133225810277,0.0818076568854678,0.1989646922032031,0.0883847420807332,0.0826008096053566,0.2594281646680065,0.1187636279923134
20,20.0,0.0804819772547421,0.0835309723114928,0.0790320971661839,0.2032807696185856,0.0855802188089277,0.0794948176346643,0.2702373689783723,0.1183617782270312
21,21.0,0.0778916310822423,0.0805750974969436,0.0763108208865178,0.2075382345767223,0.0827876704451291,0.0764440118965327,0.2807156651796018,0.1177368684363104
22,22.0,0.0753744749952259,0.0781961991002391,0.073475329888703,0.2119114508436587,0.0797575854603282,0.0735203527357389,0.2904088380315448,0.1173557689445614
23,23.0,0.0727847836691694,0.0759719985486893,0.0708034821293468,0.2163195269616137,0.0768674534766412,0.0707649155224435,0.2998363500602817,0.1166514896318142
24,24.0,0.0702640194863182,0.073733885924681,0.0685093982527321,0.2202807540064195,0.0738173563357382,0.0680588655912313,0.3093753852391062,0.1159603351637734
25,25.0,0.0678487295818238,0.0715991904446682,0.0665060044225766,0.2242269121331732,0.0708792748146443,0.0656433144966073,0.3177804027875655,0.115516171318941
26,26.0,0.0654800268727274,0.0694966782061896,0.0645072275638226,0.2281414618104145,0.0680061106196366,0.063290875311691,0.3259170194285563,0.1151606001869618
27,27.0,0.0631873907544121,0.0674546070953083,0.0625850304816821,0.2320861129619957,0.065224061241395,0.0614443527403329,0.3335173314130344,0.1145011133118393
28,28.0,0.0610334440059661,0.0653203293019767,0.0607903437383621,0.236267293248861,0.0625919237617933,0.0597452970502477,0.3398796026406115,0.1143717662521814
29,29.0,0.0589843068088025,0.0631161912566217,0.0589193525008688,0.2401342317720027,0.0600793839078895,0.0579694200761427,0.3459865190730001,0.1148105946046717
30,30.0,0.0570912000363003,0.0610615499193915,0.0571192310648282,0.2437921033526453,0.0577398270765567,0.0563110969992578,0.3515640437610476,0.1153209477899724
31,31.0,0.0552462137171833,0.0588680196778444,0.055201583978405,0.2467717368487922,0.0554692300898857,0.0546992468987121,0.357485749546287,0.1162582192428901
32,32.0,0.0534860868241031,0.0567383418115341,0.0533552816433237,0.2496474950125811,0.0537012740659374,0.0531608261631516,0.3625451114282009,0.1173655830511678
33,33.0,0.0517671169614902,0.054635525890619,0.0515453283923978,0.2522678313351535,0.0519707839886762,0.0516416788321571,0.3676389261090559,0.11853280849045
34,34.0,0.0501231570435263,0.0526534904910999,0.0498382488156082,0.2550752604332246,0.0504053905935292,0.0503551935657655,0.3720175920007001,0.1195316670565459
35,35.0,0.0485489295907351,0.0507512790720205,0.0481924186672187,0.2577609243760197,0.0489244908829963,0.0491170321686522,0.3759774160312918,0.1207275092110653
36,36.0,0.0470888905514989,0.0489597452540265,0.0468759596755203,0.2600566013072047,0.0475541227234178,0.0480939730189485,0.379618789594571,0.1217519178748119
37,37.0,0.0457274675119308,0.0472673794776621,0.0456017847803216,0.2618959727619058,0.0462788986637753,0.0470350392325299,0.382826440799851,0.123367016772023
38,38.0,0.0444396862249434,0.0457037214089343,0.0443936687453482,0.2634186092108481,0.0449696102263198,0.0460202812833419,0.3859619808389773,0.1250924420612864
39,39.0,0.0432162933204429,0.0442091857134929,0.0432300022157155,0.2647504365155488,0.0437228425637231,0.0450402608803445,0.3888360279355594,0.1269949508551726
