,f_1,f_2,R_x
0,10.27337201805287,163,1-3-11-10-9-6-14-8*4-3-5-7-9-13-12*0-1-2-5-14-6*4-3-1-0*6-14-7-5-3-4-1-2*0-1-2-5-7-9-10-12-13*
0,10.297227595099937,158,3-11-10-9-6-14-8*4-3-5-7-9-13-12*0-1-2-5-14-6*4-3-1-0*6-14-7-5-3-4-1-2*0-1-2-5-7-9-10-12*
0,10.335267569310124,149,4-3-5-7-9-13-12*4-1-2-5-14-6*7-14-6*0-1-3-5-14-6*8-14-6-9-10-11-3-4*0-1-2-5-7-9-10-12-13*
0,10.353320438426822,146,0-1-3-5-14-6*8-14-6-9-10-11-3-1*4-1-2-5-14-6*7-14-6*12-13-9-7-5-3-4*0-1-2-5-7-9-10-12*
0,10.38233397807866,142,3-5-7-14-6*1-3-11-10-9-6-14-8*0-1-2-5-14-6*0-1-2-5-7-9-10-12*4-1-2*4-3-5-7-9-13-12*
0,10.401031592520956,139,0-1-3-4*4-3-5-7-9-13-12*4-3-1-2-5-14-6*0-1-2-5-7-9-10-12*3-11-10-9-6-14-8*6-14-7*
1,10.40747904577692,138,0-1-3-4*4-3-5-7-9-13-12*4-1-2-5-14-6*0-1-2-5-7-9-10-12*3-11-10-9-6-14-8*6-14-7*
0,10.429400386847195,134,12-13*4-1-2-5-14-6*4-3-5-7-9-13*0-1-2-5-7-9-10-12*7-14-6*8-14-6-9-10-11-3-1-0*
2,10.474532559638943,128,12-13*4-1-2-5-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*7-14-6*8-14-6-9-10-11-3-1*
1,10.484203739522888,126,12-13*4-1-2-5-14-6*4-3-5-7-9-13*0-1-2-5-7-9-10-12*7-14-6*8-14-6-9-10-11-3-1*
20,10.573823339780786,123,11-3-1-2-5-14-6*11-10-9-7-5-2-1-0*4-1-2*8-14-6-9-13-12-10*7-14-6*9-7-5-3-4*
0,10.5892972275951,121,13-12-10*9-6-14-8*4-1-2*12-13-9-7-5-2-1-0*4-3-5-7-9-10-11*11-3-1-2-5-14-6*
11,10.602836879432624,119,9-6-14-8*12-10*14-7*11-10-9-7-5-3-4-1*12-13-9-7-5-2-1-0*6-14-5-2-1-3-11*
0,10.620245003223726,117,12-10*9-6-14-8*4-1-2-5-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10-11*11-3-1*
13,10.678272082527402,115,9-6-14-8*13-12-10*14-7*11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*6-14-5-2-1-3-11*
10,10.687943262411348,113,9-6-14-8*12-10*14-7*11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*6-14-5-2-1-3-11*
25,10.757575757575758,112,13-12-10-9-7-5-3-4*11-10-9-6-14-8*2-1-3-11*6-14-7-5-2-1-0*2-1-4*13-9*
0,10.770470664087686,110,11-3-1*11-10-9-6-14-8*13-12-10-9-7-5-3-4*2-1-4*0-1-2-5-7-14-6*9-13*
21,10.80915538362347,108,6-14-7-5-2-1-0*11-10-9-6-14-8*13-12-10-9-7-5-3-4*9-13*1-3-11*1-4*
0,10.822695035460994,107,12-10*9-6-14-8*4-1-2-5-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10-11*3-1*
36,10.872340425531917,106,3-11-10-9-6-14-8*0-1-2-5-7-14-6*13-9*1-3-4*4-3-5-7-9-10-12*12-13*
28,10.891682785299809,104,13-12-10-9-7-5-3-4*2-1-4*11-3-1*11-10-9*0-1-2-5-7-14-6-9*5-7-14-8*
0,10.905222437137333,102,11-3*8-14-6-9-10-11*1-3*4-3-5-7-9-10-12-13*0-1-2-5-7-14-6*2-1-4*
17,10.931012250161189,101,9-6-14-7-5-2-1-0*11-10-9-7-5-3-4*8-14*9-13-12-10*4-1*11-3-1*
26,10.949709864603484,100,13-12-10-9-7-5-3-4*1-4*11-3-1*11-10-9*0-1-2-5-7-14-6-9*7-14-8*
0,10.974210186976144,99,12-10*9-6-14-7-5-2-1-0*8-14-7*4-3-5-7-9-10-11*11-3-1-2*9-13-12*
2,11.012894906511928,97,12-10*9-6-14-7-5-2-1-0*8-14*4-3-5-7-9-10-11*11-3-1-2*9-13-12*
0,11.038684719535784,96,11-10-9*4-3-5-7-9-10-12-13*3-11*8-14*0-1-2-5-7-14-6-9*1-3-4*
28,11.066408768536428,95,0-1-2-5-7-14-6*4-3-5-7-9-10-11*2-1-4*3-1*12-10*8-14-6-9-13-12*
0,11.081237911025145,93,4-3-5-7-9-10-11*7-14-8*9-6-14-7-5-2-1-0*12-10*4-3-1-2*9-13-12*
2,11.118633139909736,92,11-10-9*4-3-5-7-9-10-12-13*3-11*8-14*0-1-2-5-7-14-6-9*3-1*
1,11.119922630560929,91,12-13-9*2-1-3-4*8-14*4-3-5-7-9-10-11*10-12*0-1-2-5-7-14-6-9*
0,11.165054803352676,89,12-13-9*1-3-4*8-14*4-3-5-7-9-10-11*10-12*0-1-2-5-7-14-6-9*
25,11.235332043842682,87,13-12-10*9-13-12*3-1*0-1-2-5-7-14-6-9*8-14*11-10-9-7-5-3-4*
27,11.245003223726629,85,12-10*9-13-12*3-1*0-1-2-5-7-14-6-9*8-14*11-10-9-7-5-3-4*
1,11.352030947775628,84,1-3*13-12-10-9-7-5-3-4*7-5*0-1-2-5-7-14-6-9*11-10-9*14-8*
15,11.429400386847195,83,8-14*3-1*7-14*9-6-14-5-2-1-0*4-3-5-7-9-10-12-13*9-10-11*
14,11.480980012894909,82,13-12-10-9-7-5-3-4*5-14-8*3-1*11-10*0-1-2-5-7-14-6-9*1-2*
0,11.495809155383624,81,1-3*4-3-5-7-9-10-12-13*8-14-7*0-1-2-5-7-14-6-9*1-2*11-10*
1,11.534493874919407,79,0-1-2-5-7-14-6-9*13-12-10-9-7-5-3-4*14-7*1-3*14-8*11-10*
0,11.61766602192134,78,0-1-2-5-14-6-9*13-12-10-9-7-5-3-4*14-7*1-3*14-8*11-10*
22,11.803997421018698,76,1-3*0-1-2-5-7-9-10-12*8-14*10-11*9-6-14-5-3-4*13-12*
0,12.01418439716312,75,0-1-2-5-7-9-10-12*8-14*12-13*7-14*4-3-5-14-6-9*11-10*
44,12.19084461637653,74,14-8*9-10-12*13-12*9-7-5-3-4*11-10*9-6-14-7-5-2-1-0*
33,12.252740167633783,73,9-6-14-5*12-10-9-7-5-2-1-0*13-12*11-10*5-3-4*14-8*
2,12.338491295938104,72,0-1-2-5-7-14-6*13-12-10-9-7-5-3-4*14-7*1-3*14-8*11-10*
37,12.583494519664733,71,4-3-5-7-9-10-12-13*6-14-7-5-2-1-0*5-7*8-14*2-1*10-11*
33,12.615731785944552,70,13-12*10-11*3-1*0-1-2-5-7-9-10-12*8-14*4-3-5-7-14-6*
28,12.74468085106383,69,6-14*12-10-9-7-5-3-4*13-12*11-10*0-1-2-5-7-14-6*14-8*
4,12.900709219858156,67,9-6-14-7-5-2-1-0*13-12-10-9*14-8*11-10*1-3*4-3-5*
30,13.121856866537716,65,6-14-7*12-10-9-7-5-2-1-0*13-12*11-10*5-3-4*14-8*
39,13.306898774983882,64,14-8*9-10-12*13-12*0-1-2-5-7-14-6-9*10-11*4-3-5*
0,13.493874919406837,63,14-8*0-1-2-5-7-14-6-9*12-13*12-10-9*10-11*4-3-1*
