,Run_nr,HV
0,Run_1,0.8534850286931696
1,Run_2,0.8517269964078475
2,Run_3,0.8546695980553521
3,Run_4,0.8515668112337865
4,Run_5,0.8514490751308514
5,Run_6,0.851751825109827
6,Run_7,0.854881843410983
7,Run_8,0.8545726860250449
8,Run_9,0.8524750611707133
9,Run_10,0.8544861860310519
10,Run_11,0.8545110147330314
11,Run_12,0.855464917444566
12,Run_13,0.856695139581356
13,Run_14,0.8503710289094193
14,Run_15,0.854991570255215
15,Run_16,0.8552943202341907
16,Run_17,0.8538342323726229
17,Run_18,0.8553856257834056
18,Run_19,0.8544645610325534
19,Run_20,0.8551942045004024
20,Means,0.8538635863057695
