,R_x,f_1,f_2,Generation,Rank
0,0-1-4-3-5-7-14-6*8-14-6-9-10-11*0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-9-10*9-13-12-10-11-3-1-0*,10.202450032237266,188.0,88,0.0
1,0-1-4-3-5-7-14-6*8-14-6-9-10-11*0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-9*9-13-12-10-11-3-1-0*,10.220502901353964,183.0,93,0.0
2,8-14-6-9-10-11*0-1-4-3-5-7-14-6*0-1-2-5-14-6*9-13-12-10-11-3-1-0*4-3-5-7-9-10*0-1-2-5-7-9-10-12*,10.24113475177305,180.0,138,0.0
0,0-1-3-11-10-12-13*4-3-5-7-9-13-12*8-14-6-9-10-11*0-1-2-5-14-6*0-1-2-5-7-9-10-12*0-1-4-3-5-7-14-6*,10.241779497098646,177.0,317,0.0
1,0-1-3-11-10-12-13*4-3-5-7-9-13*8-14-6-9-10-11*0-1-2-5-14-6*0-1-2-5-7-9-10-12*0-1-4-3-5-7-14-6*,10.24629271437782,175.0,319,0.0
4,4-3-5-7-14-6*0-1-2-5-14-6*8-14-6-9-10-11*2-1-4-3-5-7-9-10*0-1-3-11-10-12-13-9*0-1-2-5-7-9-10-12*,10.254029658284978,174.0,75,0.0
2,0-1-3-11-10-12-13*4-3-5-7-9-13-12*8-14-6-9-10-11*0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-14-6*,10.254674403610574,171.0,306,0.0
3,0-1-3-11-10-12-13*4-3-5-7-9-13*8-14-6-9-10-11*0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-14-6*,10.25918762088975,169.0,328,0.0
0,0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-14-6*8-14-6-9-10-11-3-4*0-1-3-4*4-3-5-7-9-13-12-10*,10.267569310122502,167.0,325,0.0
4,0-1-3-11-10-12-13*4-3-5-7-9-10*8-14-6-9-10-11*0-1-2-5-14-6*0-1-2-5-7-9-13-12*2-1-4-3-5-7-14-6*,10.270148291424888,166.0,348,0.0
2,0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-14-6*8-14-6-9-10-11-3-4*0-1-3-4*4-3-5-7-9-13-12*,10.277240490006449,162.0,321,0.0
3,0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-14-6*8-14-6-9-10-11-3-1*0-1-3-4*4-3-5-7-9-13-12*,10.284332688588009,161.0,267,0.0
4,0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-14-6*8-14-6-9-10-11-3*0-1-3-4*4-3-5-7-9-13-12*,10.297227595099937,158.0,276,0.0
7,6-14-7-5-3-11-10-12*0-1-3-4*0-1-2-5-14-6*0-1-2-5-7-9-13-12*4-3-5-7-9-10*8-14-6-9-10-11*,10.324306898774983,156.0,319,0.0
6,0-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-5-7-14-6*8-14-6-9-10-11-3-4*0-1-3-4*4-3-5-7-9-13-12*,10.326241134751774,154.0,266,0.0
7,0-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-5-7-14-6*8-14-6-9-10-11-3-1*0-1-3-4*4-3-5-7-9-13-12*,10.333333333333334,153.0,255,0.0
10,0-1-2-5-14-6*4-3-5-7-9-13-12*8-14-6-9-10*4-3-1-0*9-10-11-3-5-7-14-6*0-1-2-5-7-9-10-12*,10.34107027724049,151.0,168,0.0
8,0-1-2-5-14-6*0-1-2-5-7-9-10-12*3-5-7-14-6*8-14-6-9-10-11-3-4*0-1-3-4*4-3-5-7-9-13-12*,10.344294003868471,150.0,284,0.0
11,4-1-2-5-14-6*4-3-5-7-9-13-12*8-14-6-9-10*4-3-1-0*9-10-11-3-5-7-14-6*0-1-2-5-7-9-10-12*,10.350741457124435,149.0,145,0.0
10,4-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-11-10-9-6-14-8*3-5-7-14-6*0-1-3-4*4-3-5-7-9-13-12*,10.353965183752418,148.0,291,0.0
11,4-1-2-5-14-6*0-1-2-5-7-9-10-12*3-5-7-14-6*8-14-6-9-10-11-3-1*0-1-3-4*12-13-9-7-5-3-4*,10.361057382333978,147.0,293,0.0
12,0-1-2-5-14-6*0-1-2-5-7-9-10-12*11-3-5-7-14-6*8-14-6-9-10-11*0-1-3-4*4-3-5-7-9-13-12*,10.361702127659576,146.0,273,0.0
13,4-1-2-5-14-6*0-1-2-5-7-9-10-12*11-3-5-7-14-6*8-14-6-9-10-11*0-1-3-4*4-3-5-7-9-13-12*,10.37137330754352,144.0,266,0.0
14,4-3-1-2-5-14-6*4-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12*0-1-3-4*7-14-6*4-3-5-7-9-13-12*,10.381044487427468,143.0,393,0.0
14,6-14-5-2-1-0*6-14-7-5-3*1-3-11-10-9-6-14-8*4-1-2*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*,10.38233397807866,142.0,272,0.0
15,4-1-2-5-14-6*0-1-2-5-7-9-10-12*7-14-6*8-14-6-9-10-11-3-1*0-1-3-4*12-13-9-7-5-3-4*,10.39458413926499,141.0,371,0.0
23,12-13*0-1-2-5-7-9-10-12*13-9-7-5-3-4*0-1-3-5-7-14-6*4-1-2-5-14-6*3-11-10-9-6-14-8*,10.397807865892972,140.0,118,0.0
