Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999
1,1.0,0.1022674616324253,0.1002763068944026,0.0988589199724222,0.1000133074059703,0.1001214858977027,0.0991808576335244,0.096734719330217,0.0954404631004518,0.103763848505992,0.103342629626891
2,2.0,0.1054968688992314,0.1013152115101155,0.0983127181266192,0.0993510454993913,0.0989773491666923,0.0983357258817052,0.0951699794684356,0.0903267455378045,0.1067049159651374,0.1060094399448671
3,3.0,0.1077929157968197,0.1011778235452705,0.0977371882999062,0.0994711748402071,0.099955275353593,0.09782841466581,0.0918253395703709,0.084284245542869,0.1103465898899732,0.1095810324951797
4,4.0,0.110093082966593,0.1016918939180087,0.0972875682207647,0.0986350066856668,0.0992516684557913,0.0964695067419564,0.087537397211833,0.0816166095887699,0.1148306857340732,0.1125865804765423
5,5.0,0.1137435956764931,0.1021144190588072,0.096959221788594,0.097444409509154,0.0980827108621414,0.0948762236037891,0.0852345102883248,0.0773443844669983,0.118375098056805,0.1158254266888926
6,6.0,0.1169630649391184,0.1021618774832446,0.096595093284793,0.0960879880315894,0.0964887373427183,0.093041229457656,0.082017916633674,0.074308930820131,0.1226831031177527,0.1196520588893221
7,7.0,0.1186362943935638,0.1011325869647313,0.0978957541692588,0.0954910419049534,0.0965061816847216,0.0914610837641408,0.0787075313742692,0.0703185426374573,0.126959537336468,0.1228914457704352
8,8.0,0.1213350728621521,0.1004540309919547,0.0973695738830847,0.0950816932173911,0.0958175748595084,0.0906714824313043,0.0755657184896322,0.0678057559879406,0.1304115787518102,0.1254875185252211
9,9.0,0.1227244402081755,0.1014384250025142,0.0970696073330681,0.0941445988166232,0.0939743685619044,0.0901146595083351,0.0733137584367106,0.0639554253734524,0.134670795196663,0.1285939215625531
