Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,1.0,0.1009834748184888,0.0998806967045877,0.0975981210998733,0.1006891884963115,0.0998491289989936,0.100524420725232,0.100907816983025,0.0986844225562266,0.1003679124317893,0.100514817185472
2,2.0,0.1016872882167711,0.0994961359669711,0.0958033275426148,0.1011763780751896,0.0990153619771782,0.1015524961455338,0.1017340570840691,0.0972898513344923,0.1011764948816249,0.1010686087755548
3,3.0,0.1016841994644593,0.099868298484582,0.0938501071446301,0.1018642701236587,0.0983625096881123,0.1027141997345879,0.1021769338437009,0.0962887621780606,0.1020288119447118,0.1011619073934963
4,4.0,0.1020942760734125,0.0999863347234654,0.0921524161328247,0.1026663618903429,0.0970225054841765,0.1034976447189358,0.1032361190853197,0.0948482983702495,0.1027568698762496,0.1017391736450231
5,5.0,0.1019250555127196,0.0998160701951931,0.0911458437014398,0.1031289754158634,0.0958021260761577,0.1045553088869585,0.1038235309987528,0.0932306486902576,0.1042948198312306,0.1022776206914265
6,6.0,0.1018929316066127,0.0987198644180863,0.089139306970505,0.1036603010811687,0.0945883591278918,0.1057279568123906,0.1040893184293689,0.0926742794915342,0.1066398634230729,0.1028678186393683
7,7.0,0.1016534943187048,0.0976535453689169,0.0867043293730354,0.1048553853360591,0.0931180455684971,0.1077687189621132,0.1041773260887537,0.0915874409969818,0.1090822048106723,0.1033995091762652
8,8.0,0.1011285061196281,0.0977647068179046,0.0854072995122416,0.1045112659995461,0.0918209336864027,0.1099330327084617,0.1046710415203169,0.0893878142459119,0.1116053074784188,0.103770091911167
9,9.0,0.100786665660696,0.0967927317712192,0.0836566266216579,0.1047643977006573,0.0900998798891456,0.1119029811996885,0.1047526209579062,0.0881323675660433,0.1138596749484179,0.1052520536845677
10,10.0,0.099911776171413,0.0959794327125164,0.0828984632103371,0.1045412469333028,0.0883397344560135,0.1146440836072241,0.1046268659895132,0.0870521385165284,0.1158381854195977,0.1061680729835533
11,11.0,0.0997302567112211,0.0948816285242499,0.082349690044541,0.1047576434437242,0.0870003416988315,0.1170278962481456,0.1038569881629529,0.0856027675897238,0.118402003009399,0.1063907845672105
12,12.0,0.0990582333285066,0.0943617901344913,0.0813944647276141,0.1035299144833087,0.085362653469051,0.1190976546963365,0.104307204657362,0.0843965976616597,0.1212572145270374,0.107234272314632
13,13.0,0.0986519370670664,0.0936696316471031,0.0822148836098665,0.102813674103942,0.0834755703588865,0.1210466421680168,0.1032781798445368,0.0834706793349596,0.1234749956507067,0.1079038062149149
14,14.0,0.0988838026757011,0.0921311566694726,0.0811546370525092,0.1025186429168645,0.0817333016371498,0.1238423124557868,0.1026478091044671,0.0828586694485895,0.1258502268193642,0.1083794412200945
15,15.0,0.0991732945867583,0.0917957848522964,0.0805561117649562,0.1013285437152342,0.0805819471730042,0.1268822504600991,0.1018063607834957,0.0814800870370308,0.1276892066840711,0.1087064129430533
16,16.0,0.098322733218535,0.0901787115114236,0.0801996417219484,0.101794805462758,0.0787522342502078,0.1289458737880935,0.1020367141193202,0.0799933694732709,0.1308372858057662,0.1089386306486758
17,17.0,0.0973566944057526,0.0894292869028767,0.0801062499682282,0.101408505821609,0.0776942368616622,0.1310790498199554,0.101900187055394,0.0784441181299171,0.1329800438548141,0.1096016271797899
18,18.0,0.0975022977587538,0.0880159441226712,0.0798036607131477,0.1002353553591977,0.0765521217350436,0.1329193962527513,0.1024159529564985,0.0782755129623167,0.1346477564152445,0.1096320017243743
19,19.0,0.0961979546687846,0.0875347156805023,0.0805828572648856,0.0999138917285025,0.0752611286087182,0.1346063704500204,0.1016324366696042,0.0781248802274023,0.1365173193687078,0.1096284453328712
20,20.0,0.0952542482704767,0.0870219682278947,0.0805233605094227,0.0992215106941069,0.0745127990739355,0.1355329693927601,0.1013352255310074,0.0782914492995721,0.1375920828169859,0.1107143861838371
21,21.0,0.0949512938025335,0.0874126433098659,0.0811066623289298,0.0981253351306474,0.0730540868450329,0.136772228509003,0.1007795710184935,0.0786481916345422,0.1391339176976125,0.1100160697233386
22,22.0,0.0939985728014189,0.0873717504624091,0.0815593545589024,0.0970212238387327,0.07215770990459,0.1375111282452334,0.1003771070517609,0.079030440833608,0.1409872786771117,0.1099854336262321
23,23.0,0.0937402528281383,0.0870275499461681,0.0824959394165872,0.0970917190738894,0.0711401327037453,0.1380844194587505,0.100091929789524,0.0788171346032925,0.1420612554852955,0.1094496666946084
24,24.0,0.0929625663768711,0.0867583709662695,0.0820929680844656,0.0970523910956762,0.0699595280216999,0.1393649240202609,0.0999227001925761,0.0784011545782728,0.1443726774734855,0.1091127191904217
25,25.0,0.0919913620105009,0.0866976488253961,0.0830963595047181,0.0967181059015423,0.0687982273016839,0.1399183451591551,0.0997676985219809,0.0787808997097579,0.1452569869155148,0.1089743661497492
26,26.0,0.0904550485702694,0.0864698761757037,0.0836593106114389,0.0969615018490126,0.0677512362204226,0.140549854053961,0.0990442465637508,0.0779499045920504,0.1466894298855677,0.1104695914778221
27,27.0,0.089750602483258,0.0864126429120772,0.0833266926271527,0.0971390981090223,0.0657182483977098,0.1421402145341429,0.0995265100471902,0.0774865479435377,0.1475145318461672,0.1109849110997414
28,28.0,0.0896643512484024,0.0865112866356009,0.0836041729842578,0.0972452296706386,0.06568746582814,0.1425928880737285,0.0987047576611077,0.0772987476626528,0.1483096317031405,0.1103814685323299
