Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,1.0,0.1016390704147037,0.0993419508838993,0.099406949233895,0.1013986868346586,0.0987609048204459,0.0999838200585565,0.0994190417520771,0.0987905963026843,0.1005779192174931,0.1006810604815865
2,2.0,0.1029291091163658,0.0995343484576973,0.0993381857624738,0.1016909676754832,0.0977994861687613,0.0998952855771337,0.0981708253856839,0.0970003652002083,0.1015870350221349,0.1020543916340575
3,3.0,0.1039713305530192,0.0995430056074967,0.0993380723824484,0.1020127812717772,0.09688993525335,0.100350345361739,0.0969215721358803,0.0954479079992839,0.1026543957551501,0.1028706536798551
4,4.0,0.1055033738153047,0.0999967962327308,0.0989883266538124,0.1023631629192875,0.0957724767244483,0.1006782245451952,0.0956348010484289,0.0933236351461924,0.1040123134121034,0.103726889502496
5,5.0,0.106420571938742,0.1003041664982243,0.0990887134126737,0.1029908538125714,0.0943064878784603,0.101075486426185,0.0941569722802902,0.0909082766613291,0.1058199017761115,0.1049285693154122
6,6.0,0.1071530407986583,0.1001603812369819,0.0992413637589347,0.1033162255697281,0.0936164937703846,0.1011429706547922,0.0928056678140596,0.0890031942263737,0.1077390633628229,0.1058215988072634
7,7.0,0.1076903928663834,0.0999145620297686,0.099132898118918,0.1040793119510156,0.0921605723587056,0.1011961328863927,0.0916085211652542,0.0870016670227999,0.1100247101813809,0.1071912314193806
8,8.0,0.1081625129968152,0.099952253111619,0.099353534205314,0.1044143044331312,0.0910619584281305,0.101878895508481,0.0898523475465891,0.0846625514064628,0.112554996374738,0.1081066459887186
9,9.0,0.1090556123978869,0.1000088530861764,0.0993791911752608,0.104261737779897,0.0894400986592666,0.1018702989722407,0.0883221863170669,0.0830300022347248,0.1144784600755644,0.1101535593019148
10,10.0,0.1099184970177862,0.0998173934699723,0.1002412456333418,0.104598231538725,0.0877230165302327,0.1016957975568525,0.0868749158782496,0.0807457502039476,0.116958381416905,0.1114267707539866
11,11.0,0.1102400139808631,0.0996538445167191,0.1010121895523121,0.1046706336952144,0.0862002785266457,0.1019186566734386,0.0857379312944524,0.0784013813914305,0.1192972764082853,0.1128677939606383
12,12.0,0.1103166799582077,0.1001136480693122,0.1013982627344424,0.1047049962874762,0.0850935789895689,0.1026609287389733,0.0841143171130258,0.0764592608385682,0.1213230527820506,0.1138152744883739
13,13.0,0.1108803958489167,0.1003369063522351,0.1022007428505864,0.1041229638377129,0.0836343039780443,0.1028773642067744,0.0830804266880665,0.074554084569851,0.1233615715045576,0.1149512401632541
14,14.0,0.1112337230551015,0.1003472348365957,0.1030406948020658,0.1042086979878055,0.0820812086291726,0.1032027348089721,0.0811527465068086,0.0734855472479003,0.1255957798716978,0.115651632253879
15,15.0,0.1116775980038741,0.1003289989226012,0.1039819503806623,0.1038448489446366,0.0814301735209082,0.1034591857362531,0.0800253987052139,0.071470085907909,0.1273698201470227,0.1164119397309181
16,16.0,0.1116306292616403,0.1003227306812489,0.1050230155484324,0.1042825599171424,0.0804821947768398,0.103437127968708,0.0782714935989911,0.0701607444979686,0.1290631345713301,0.1173263691776974
17,17.0,0.1107491194517188,0.1004246721259615,0.1057661178772682,0.1043149250397988,0.0797324847511628,0.1036707886206446,0.0771654275956021,0.0683498180911888,0.1307508082670744,0.1190758381795791
18,18.0,0.1107701459219126,0.1004830046189233,0.106117416561858,0.104324739079745,0.0789128845833801,0.103631915779191,0.0763277025236946,0.0670593457515817,0.1322757975746207,0.1200970476050919
19,19.0,0.1101305578232413,0.1007927212288759,0.1069409315677456,0.1037183337889233,0.0781190366177583,0.1044732428139396,0.0752651951367275,0.0656616714284751,0.1337129115074418,0.1211853980868706
20,20.0,0.1094934179578353,0.1010820671940814,0.1079233659992067,0.1034797018716507,0.077168455630038,0.1045565636220853,0.0743917627486853,0.064078651738585,0.1354928988157069,0.1223331144221242
21,21.0,0.108911873094281,0.1013620902263041,0.1087973270885552,0.1033358744621041,0.076034850607,0.1053866572659393,0.0731261799162132,0.0625359593369233,0.1366592134532862,0.1238499745493928
22,22.0,0.1082394564393973,0.1016022376218954,0.1099489019052256,0.1029036628154749,0.0752601329027105,0.1052876492153129,0.0719606907309662,0.0611441633540996,0.1384530140006861,0.1252000910142305
23,23.0,0.1076815412589378,0.1011777489085797,0.1104561174876938,0.1031157288194965,0.0748118582048696,0.1060382091909439,0.0714848044871163,0.0601736594824593,0.1393252315507307,0.1257351006091714
24,24.0,0.1066365623783675,0.1014837577482235,0.1114917685628218,0.1029120862558797,0.0735021415275299,0.1065566812503521,0.0712152913518155,0.0593516271411321,0.1407529557639156,0.1260971280199612
25,25.0,0.1066570862183053,0.1017448842922058,0.1119408675076728,0.1025755356600979,0.0732281458726516,0.1060591774062649,0.0711856052946215,0.058896560792075,0.141351114322739,0.1263610226333652
26,26.0,0.106094710661629,0.1019601888440581,0.1127289142943591,0.1023644575528788,0.0727713317219605,0.1066060540461383,0.071444962555206,0.0576057966155724,0.1414522901152404,0.1269712935929563
27,27.0,0.1057441045101621,0.1031757198165666,0.1130209549597967,0.1015646862963877,0.0721032090259965,0.106803398460137,0.0712605065042081,0.0568591180292948,0.14173285744924,0.1277354449482095
28,28.0,0.1053185987017607,0.1028352550789608,0.1135784824634781,0.1022060121846092,0.0710648894262235,0.10744126458651,0.0709964094004604,0.056202864494412,0.1417708398618777,0.1285853838017066
29,29.0,0.1048658737895564,0.1036596930800187,0.1143345590735382,0.1023639093924012,0.0700504989073223,0.1073512000513031,0.0699935454807,0.0555077863815608,0.1429371533366279,0.1289357805069704
30,30.0,0.1039016937035302,0.1042537712725483,0.1148971810149197,0.1024113716111879,0.0693865477722819,0.1080079637355314,0.0695674959567349,0.0544274315152815,0.1442219877231435,0.1289245556948398
31,31.0,0.1028652626269944,0.1042448552681089,0.1161815342058644,0.1019160807899867,0.0691137965015868,0.1082745250727838,0.0690852637762867,0.0540659139227291,0.1448587967795575,0.1293939710561007
32,32.0,0.102526862211586,0.1039773313989642,0.1164236635415249,0.1015127068136556,0.0691964624506998,0.1077395662616686,0.0692262559872266,0.0538695902288271,0.1460038937261383,0.1295236673797079
33,33.0,0.1015395482317352,0.1039540366978214,0.1171398310946658,0.1014066235104252,0.0690396713737129,0.1083541651992107,0.0689771609198983,0.0536309342239253,0.1466557621550147,0.1293022665935898
34,34.0,0.1016764886921784,0.1038151542410598,0.1174151576108134,0.1011574908643847,0.0688899614401142,0.1086045143738459,0.0698419182758616,0.0535024200439932,0.1465390228929652,0.1285578715647828
35,35.0,0.1013464942988587,0.1040913729633496,0.1178383337099833,0.1006511532622541,0.0692243153120578,0.1091487431561388,0.0694188140717029,0.0531986691431541,0.1466251857082152,0.1284569183742847
36,36.0,0.1012796586342816,0.1040852594241883,0.1184529777104077,0.1002947809761601,0.0691155180836283,0.109285776072108,0.0696566620071927,0.0532843214468937,0.1464842972821344,0.1280607483630045
37,37.0,0.1007335249587232,0.1043625347896343,0.1190119351931275,0.0996492624127873,0.0695268449474595,0.10879248972684,0.0697233344919011,0.0531556289962662,0.1468936753018064,0.1281507691814539
38,38.0,0.1001438227151062,0.1043571421010974,0.1196353055039404,0.0990934476049954,0.0692124165978934,0.1088990480130695,0.0704464573458481,0.0529798088667884,0.1475614403990371,0.1276711108522236
39,39.0,0.0998619003335213,0.1047282084738069,0.1197769912682341,0.0992186555012436,0.0689645289951625,0.1084558074847705,0.0703993773925303,0.0531040111092905,0.147635181871035,0.1278553375704046
40,40.0,0.0998267115468827,0.105208398084261,0.119768213152365,0.0994771410753832,0.0689780013802659,0.1083414578292615,0.0692021901672087,0.0537581436326543,0.1475480844035595,0.1278916587281575
41,41.0,0.0996534325784747,0.1052787413866982,0.1201551571765563,0.0994752716186652,0.0683554691534712,0.1088178693080594,0.0683936504774117,0.0538632849284867,0.1484590721713491,0.1275480512008269
42,42.0,0.0991635413450075,0.1050432149148365,0.1202360491733828,0.0986813958591521,0.0685211293291282,0.1094148214579423,0.0686001567192582,0.0542731397237744,0.1483958301023374,0.1276707213751799
43,43.0,0.0984056058376153,0.1057111688494562,0.1212959084788366,0.0985256267654982,0.0685899802594003,0.1085299664929827,0.068408504135228,0.0548812005751309,0.148421707421952,0.1272303311838991
44,44.0,0.0983959137141213,0.1052710519040384,0.1223193995385601,0.098919038477369,0.06801899893513,0.1082695178818699,0.0689052443700636,0.0548916180719883,0.1481893723356827,0.126819844771176
45,45.0,0.0976989898699459,0.1054903630311557,0.122666759852861,0.0986402972102349,0.0685627913495955,0.1082964291125451,0.0684119965677063,0.0547711243724531,0.1481847064300399,0.1272765422034621
46,46.0,0.0979727289728156,0.1054685525867011,0.1230881182300492,0.0987934096108526,0.0689491221054011,0.1079043114225392,0.0681788271534157,0.0546891251470174,0.1479377507479504,0.127018054023257
47,47.0,0.0976717787261985,0.1048965431092676,0.1233477553299655,0.0982974145033709,0.0689693187400669,0.1078201033321946,0.0686340932286467,0.0547321315041127,0.1483837660856297,0.1272470954405464
48,48.0,0.097380528399626,0.1058323134154579,0.1248360731047005,0.0984187241869996,0.0680119122350629,0.1073270040571676,0.0682485310534352,0.0544822129793798,0.148843068890734,0.126619631677436
49,49.0,0.0987005719369446,0.1057482784701586,0.1250442106194148,0.0976978572735255,0.0682455122146118,0.1069142780278409,0.0677092738282005,0.0546570648149338,0.1490320804795126,0.1262508723348564
50,50.0,0.0994654453591883,0.1055403749041203,0.1246988094073806,0.0980044230252436,0.0675381202501467,0.1067958433859949,0.0672002631703077,0.0551543226586448,0.1490039789535484,0.1265984188854244
51,51.0,0.1000240357554206,0.104998058912923,0.1254406565785951,0.0978846525222816,0.0676464011004407,0.1075145549288986,0.066380146369751,0.0551519605942892,0.1488929987725535,0.1260665344648461
52,52.0,0.1001347757897117,0.1041723494608233,0.1258694355876379,0.0976555174081771,0.0676275096640106,0.1077544569981583,0.0659684035649679,0.0552194360852316,0.1487203373551892,0.1268777780860918
53,53.0,0.1002692856081223,0.1049224404110783,0.1257485814367667,0.0975553370687587,0.0674983346315894,0.1075549851389689,0.0653624033047073,0.0552449647994136,0.1490167584238759,0.1268269091767185
54,54.0,0.1002294239470393,0.1048349207955041,0.1258728722998023,0.0973663812886763,0.0676786370457499,0.1075384208487969,0.064956856757951,0.0554021933266393,0.1491145284367909,0.1270057652530496
55,55.0,0.0998044978700143,0.1046405183594538,0.1257916011780662,0.097874448500116,0.0678162282410387,0.1068427986742608,0.0648932509168896,0.0556263094654488,0.1488303060655166,0.1278800407291948
