,f_1,f_2,R_x
0,27.566928152759104,641.0,37-65-54-38-22-33-20-17-9-68*42-49-26-16-10-55-20-33-22-19-66-48*57-35-6-21-24-30-26-16-10-55-20-17-61-60*5-54-36-45-34-35-51-8-26-62*29-23-50-43-20-55-10-16-26-49-42*32-39-18-54-36-45-58-64-52-10-16-1-31*2-50-33-58-34-41-12-4-7-40*9-68-1-26-8-56-51-41-27-67*3-29-69-23-50-43-17-10-16-26-62-15*7-47-6-56-8-55-10-17-61-44-14*13-50-0-23-69-38-36-41-25-4-7-46*11-1-26-8-56-6-47-53-7-40-46*9-68-59-10-28-8-56-6-47-53*63-24-30-26-16-10-20-43-50-23-69*28-8-56-6-35-34-25-12-4-40-7-47*
1,27.65563268039685,609.0,5-54-36-45-58-64-52-8-26-49-15-42*39-18-54-36-45-58-64-52-8-26-49-11*4-25-34-35-51-8-26-16-9-68*5-54-36-45-58-64-52-8-26-49-15-42*31-1-26-8-56-51-35-34-45-36-41-57*46-40-4-12-41-58-64-52-20-17-61-60*7-47-6-56-28-8-55-17-61-44*21-63-6-35-34-41-45-36-54-65*0-23-69-38-36-45-41-25-12-4-53*21-24-30-62-49-26-8-56-6-47*26-16-10-55-20-33-22-38-19-66-48*30-26-16-10-52-64-58-45-36-54-32-37*14-2-50-13-22-45-41-12-4-7-46*29-3-69-23-50-43-20-10-16-26-30*59-10-55-52-64-51-35-41-27-67*
2,24.250336159321346,1641.0,28-56-6-35-57-41-51-8-55-16-10-52-64-58-45-36-54-18-32-5-37-65-67-27-12-25-4-53-46-7*68-11-59-17-10-52-8-28-56-6-47-53-46-40-7-4-25-41-45-36-38-66-3-48-69-29-23-0-50-2*27-41-12-25-34-35-51-56-8-26-49-15-11-1-16-9-17-60-61-44-14-2-0-69-38-19-36-45-22-33*46-7-40-47-53-4-12-25-34-35-6-56-28-8-52-64-58-33-50-13-43-61-44-14-60-17-59-1-49-15*42-30-24-63-6-35-57-58-64-52-10-16-55-20-33-22-38-54-5-65-37-67-18-32-39-48-29-23-50-0*61-60-44-14-2-0-3-69-23-50-43-17-59-68-9-11-31-1-16-26-49-62-15-30-21-24-42*47-6-35-34-57-25-4-40-7-53-46*64-58-35-57-34-41-45-36-54-65-39-32-18-19-38-22-33-20-17-59-9-68-1-49-26-30-24-62-42-15*46-40-7-53-47-6-56-8-26-30-24-21-63*0-2-50-43-20-52-55-16-10-59-17-9-68-1-26-8-56-6-47-53-40-46-7-4-12-41-57-25-34-58*33-50-2-14-44-60-61-17-43-13-22-19-29-48-66-38-36-45-34-35-51-8-26-62-42-15-30-63-21-24*31-11-9-68-1-16-26-8-56-6-47-40-4-53-7-46*54-66-29-3-48-69-18-39-32-5-37-65-67-27-25-4-7-46-40-12-41-35-64-52-20-17-60-44-14-61*6-47-53-46-40-7-4-25-34-58-33-43-61-60-14-2-0-23-69-19-54-18-66-38-22-36-45-41-27-12*31-11-15-62-49-9-68-59-1-26-8-56-51-35-34-41-27-67-5-37-65-32-18-69-0-3-38-54-66-48*
3,24.125284891780062,1748.0,64-52-55-10-59-9-16-26-8-28-56-51-35-34-45-36-54-18-65-67-27-41-12-25-57-58-33-22-38-3*68-9-17-60-44-14-2-50-43-20-55-10-16-26-30-63-6-35-58-45-41-36-19-38-54-18-69-66-3-29*69-23-29-19-54-65-18-67-37-32-39-48-66-38-36-45-34-51-8-26-49-62-42-15-30-24-63-21-6-47*31-11-15-49-62-30-42-24-63-6-35-57-34-45-36-38-19-66-48-69-3-0-2-50-13-43-61-17-59-10*60-44-14-2-50-23-29-3-0-69-19-38-66-18-54-36-45-34-35-51-56-8-28-10-20-13-43-17-55-52*13-43-50-23-69-48-39-18-32-37-5-54-19-38-22-33-20-17-9-11-15-30-24-21-6-47-40-46-7-53*42-49-15-30-63-6-21-24-62-26-16-10-20-43-50-23-69-3-29-48-66-18-38-19-36-22-33-13*24-21-30-62-42-15-49-11-31-9-68-1-26-8-28-56-6-47-53-40-46-7-4-25-12-41-35-64-51-57*52-64-58-33-13-22-19-66-69-23-0-50-43-20-55-10-8-56-6-47-40-4-7-53-46*15-49-42-62-24-30-26-1-11-59-17-20-33-22-38-19-54-32-18-5-65-37-67-27-41-34-51-57-35-64*39-32-65-5-37-18-38-19-69-48-29-3-0-2-50-33-22-45-41-12-4-7-40-46-53-47-6-56-8-52*53-47-7-46-40-4-25-41-58-64-52-20-17-61-43-13-33-50-2-14-44-60*47-6-21-30-26-1-16-10-8-28-56-51-35-41-34-57-25-12-4-53-40-7-46*46-53-40-7-4-25-12-41-34-58-33-50-2-14-60-44-61-43-20-55-52-64-35-6-63-30-21-24-62-42*66-19-38-69-0-23-50-43-17-59-68-11-1-49-26-8-51-35-34-41-45-36-54-5-65-67-27-25-12-4*
4,23.867093766386144,1813.0,14-60-44-61-17-59-68-9-11-49-1-26-16-10-55-20-33-22-19-66-29-69-38-3-48-39-32-65-5-54*66-48-29-69-0-23-3-38-54-5-37-32-39-18-19-22-33-20-55-10-16-26-49-62-15-30-21-63-24-42*6-63-30-24-62-42-15-49-26-8-51-34-41-45-36-54-18-39-48-29-69-19-66-3-23-2-50-33-20-43*5-65-67-27-25-41-57-35-6-63-24-30-26-16-10-17-43-50-23-29-66-69-18-54-38-19-3-48-39-32*31-9-59-11-1-16-10-55-52-64-58-45-36-54-18-32-39-48-29-23-0-3-69-19-38-22-33-50-13-43*51-34-57-58-33-22-38-19-29-3-66-69-0-50-43-20-55-10-8-56-6-47-7-46-40-12-27-25-41-36*36-45-58-64-35-57-51-34-41-12-27-67-37-5-54-19-22-33-20-17-59-9-68-1-16-10-28-8-56-6*21-6-63-24-62-30-26-8-28-56-51-35-34-45-36-54-5-65-32-18-37-67-27-12-25-57-58-41*18-32-37-65-5-67-27-25-12-41-45-36-38-66-3-69-23-50-43-17-59-9-68-11-31-1-26-30-63-24*12-25-41-34-58-33-50-0-2-14-61-17-20-13-22-38-66-3-69-23-29-19-54-18-32-39-65-5-67-37*24-42-15-30-63-21-62-49-1-16-26-8-28-56-6-47-53-46-40-7-4-25-57-34-45-41-12-27-67-37*22-33-20-43-61-60-44-17-10-28-56-51-64-52-8-26-30-62-21-6-35-41-12-25-4-53-47-7-40-46*13-43-33-22-38-19-36-41-12-4-53-7-46-40-47-6-56-28-8-26-1-9-68-11-49-42-30-62-24-63*22-19-66-29-3-69-0-23-50-43-61-14-44-60-17-20-52-64-58-34-25-4-7-40-46-53-47-6-35-51*48-39-65-5-67-37-32-54-18-19-29-69-23-50-43-17-10-16-26-62-42-49-15-30-24-21-63-6-35-34*
5,24.185757228074365,1701.0,53-40-46-7-4-12-25-34-57-35-51-8-26-49-15-62-24-63-21-6-47*10-28-56-6-63-21-30-62-26-16-1-68-9-59-17-20-33-22-38-19-18-32-54-65-37-5-67-27-25-4*61-14-2-50-33-22-13-43-17-20-52-64-51-58-34-35-6-63-24-62-26-16-9-59-11-68-1-49-15-42*3-29-48-39-32-37-65-67-5-18-54-36-45-34-35-51-8-26-49-1-68-9-17-59-10-55-20-52-64-58*17-59-9-16-10-28-56-6-47-53-7-40-4-25-41-34-35-51-8-26-1-31-11-15-62-42-24-30-63-21*27-67-5-54-38-19-36-45-34-41-12-25-4-7-40-53-46*39-32-65-37-5-67-18-38-19-29-3-69-23-50-43-17-59-1-49-42-30-26-16-55-8-51-35-57-25-12*59-10-8-28-56-51-34-57-35-58-45-22-13-50-0-69-29-48-3-66-19-38-36-41-25-4-53-7-40-46*8-52-10-55-20-17-44-60-61-43-50-23-69-48-29-3-66-38-36-45-34-35-6-47-40-46-7-53-4-25*17-20-43-33-22-38-19-66-69-18-37-65-5-54-36-45-58-64-52-10-16-26-62-15-49-11-68-9-1-59*57-34-35-64-58-51-56-28-8-52-10-17-44-60-61-14-2-50-13-22-45-41-12-4-40-7-46-53-47-6*64-52-20-33-58-34-41-57-25-4-7-46-40-53-47-6-56-28-8-26-49-1-68-9-31-11-59-10-55-16*57-35-51-41-34-25-27-67-5-37-65-39-18-54-36-45-58-64-52-8-26-49-15-62-42-24-21-63-6-56*28-56-6-63-21-30-15-42-62-26-8-51-35-34-45-36-38-66-69-23-29-3-0-50-13-20-52-55-10-16*58-33-13-22-38-36-19-66-48-69-0-2-50-43-20-55-10-16-26-30-24-21-63-6-47-53-4-40-46-7*
6,23.902215276948557,1754.0,11-9-16-55-52-64-35-58-57-34-51-56-8-28-10-59-17-20-33-22-38-19-54-5-67-18-39-32-37-65*61-43-17-9-68-11-15-62-30-21-24-63-6-35-34-45-36-38-66-3-69-23-50-13-22-33-20-55-8-52*69-19-66-29-3-48-39-32-65-37-5-18-54-36-45-34-57-35-6-63-21-30-26-1-9-49-62-24-42-15*37-65-19-66-3-38-69-29-48-39-18-32-54-36-45-41-34-57-35-6-63-21-24-30-42-15-49-26-16-1*14-2-50-13-20-10-55-17-60-61-44*57-35-51-64-58-34-45-36-41-12-25-4-40-7-47-6-56-8-26-1-9-68-11-49-42-15-30-24-21-63*42-15-11-68-1-49-62-24-30-26-8-51-58-45-36-54-5-65-37-67-27-12-25-4-7-47-53-46-40*51-56-28-8-26-16-10-55-52-64-58-45-36-54-18-39-48-69-38-19-22-33-13-20-17-44-60-14-2-0*34-51-57-25-27-12-4-53-46-40-7-47-6-63-21-24-30-26-1-59-17-43-50-23-0-2-14-61-44-60*63-24-42-15-62-49-11-9-17-44-14-2-50-13-33-58-34-25-4-40-46-53-47-6-35-51-41-45-22-38*67-37-5-32-18-39-48-69-29-66-19-22-33-20-55-10-16-26-30-24-42-15-11-1-59-17-44-61-60-14*48-39-32-37-65-18-67-5-54-19-38-22-33-20-17-9-68-11-31-1-16-26-8-56-6-35-34-25-41-36*63-6-56-51-35-57-41-12-40-4-25-34-58-64-52-20-17-60-44-14-61-43-13-22-38-19-69-0-50-2*68-9-59-1-31-11-15-49-26-16-10-20-43-50-23-69-29-48-39-18-38-19-54-5-37-65-32*17-9-16-1-49-11-15-30-21-63-24-42-62-26-8-51-35-34-41-27-67-18-39-65-54-36-38-19-66-3*
7,24.192459647902314,1693.0,3-48-39-65-5-37-67-27-41-51-64-35-34-57-25-12-4-53-40-46-7-47-6-56-8-26-30-21-24-63*46-7-4-12-25-27-67-5-32-18-54-36-45-41-34-57-35-6-63-24-30-62-42-15-49-11-59-17-61-60*21-24-42-62-26-30-63-6-35-51-64-52-10-28-8-56*59-10-52-8-28-56-51-57-34-58-33-43-17-44-14-2-50-13-22-45-41-12-4-40-46-7-53-47-6-35*16-10-55-52-20-17-9-59-11-49-26-8-28-56-51-34-41-27-67-5-65-54-19-18-38-36-22-33-50-0*60-17-55-16-10-28-56-6-47-53-40-4-12-41-34-35-51-8-26-1-31-9-68-11-49-15-30-24-21-63*53-47-6-63-30-26-1-16-10-28-8-56-51-35-58-41-12-40-4-7-46*10-28-56-6-63-21-30-24-42-62-15-49-26-8-51-34-41-36-54-5-65-37-18-67-27-25-4-12-40-7*68-11-31-9-17-50-23-3-29-69-66-19-18-54-38-22-33-20-55-10-16-26-49-15-42-24-63-21-30-62*14-60-17-50-23-2-0-69-3-48-39-18-54-36-45-34-51-8-26-1-49-9-68-59-10-55-52-20-13-33*23-69-3-38-66-29-19-18-37-65-32-5-54-36-45-34-35-51-56-8-26-1-59-17-43-13-50-0-2-14*7-4-25-12-41-34-57-35-6-47-40-46-53*33-22-38-54-32-39-48-29-69-3-66-19-36-45-34-35-6-63-21-30-26-1-9-17-10-20-55-8-56-28*69-3-19-36-54-18-37-65-5-67-27-12-40-46-53-47-7-4-25-34-35-6-56-28-8-51-58-45-41-57*6-47-7-46-40-12-27-67-65-32-37-5-18-54-19-38-22-13-43-61-60-17-50-0-23-69-29-3-48-66*
8,24.476718046693698,1630.0,15-42-62-21-6-47-53-46-40-7-4-25-12-41-45-22-13-50-2-14-60-17-9-11-31-1-59-10-16-55*47-6-21-63-24-62-30-15-42-49-26-8-51-35-34-45-36-54-18-65-67-27-12-4-7-53-46-40*12-25-41-27-67-65-18-39-32-37-5-54-19-22-33-20-17-59-9-68-11-1-26-16-55-10-28-8-52-64*62-42-49-1-26-8-51-57-25-12-4-53-47-6-35-34-45-36-38-66-3-69-48-29-23-0-2-50-43-17*63-30-21-24-62-49-1-26-8-56-6-47-7-4-40-46-53*31-11-68-59-9-1-16-26-8-28-56-6-47-53-4-40-7-46*47-6-63-24-21-30-62-42-15-49-26-8-51-35-41-45-36-38-69-0-23-50-43-13-33-22-19-66-29-48*60-44-14-61-17-20-55-10-16-26-30-63-24-62-49-1-59-9-31-11-68*18-69-0-50-43-17-59-68-11-15-42-30-63-24-21-62-49-9-31-1-26-8-51-34-25-4-7-40-46-53*67-65-39-48-3-23-29-66-69-0-2-14-44-61-17-10-55-8-56-6-47-53-46-7-40-4-12-25-41-57*14-2-0-23-50-43-13-22-45-41-34-25-4-53-46-40-7-47-6-56-8-26-1-9-68-59-17-55-10-16*51-64-35-41-34-45-58-57-25-12-4-53-47-6-63-24-30-26-1-9-68-11-59-10-20-52-55-8-28-56*36-45-58-64-52-10-16-1-31-11-9-59-17-20-33-22-38-54-32-37-65-5-67-18-66-3-29-69-23-50*23-3-66-29-69-48-39-32-18-54-19-38-22-13-43-61-60-14-2-50-0*33-22-13-50-43-17-20-52-64-58-57-35-34-51-56-6-47-7-40-53-46*
9,23.84372615085896,1868.0,14-2-23-29-3-66-69-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*14-2-0-3-66-54-38-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-62-15-30-24-42*57-41-27-67-65-37-5-54-18-19-38-22-33-20-10-16-26-30-24-62-42-15-49-9-11-31-1-59-17-55*53-47-6-35-51-56-28-8-26-62-49-1-16-55-20-43-50-23-69-3-66-38-36-22-19-65-67-37-5-18*32-5-67-27-12-40-47-53-46-7-4-25-41-58-64-52-20-17-61-43-13-22-38-54-18-39-48-69-0-23*24-21-63-6-47-7-46-40-53-4-12-27-67-5-54-19-38-22-33-20-17-59-9-11-49-26-62-30-42-15*2-14-61-44-60-17-10-52-64-51-41-35-58-34-57-25-12-4-7-46-40-47-6-56-8-26-30-24-21-63*49-62-24-21-6-47-53-46-40-7-4-25-41-58-33-43-61-60-14-44-17-50-2-0-69-23-3-66-54-18*17-9-31-11-15-42-62-30-24-21-63-6-35-57-34-45-36-54-5-65-37-32-18-38-69-3-66-29-48-39*42-30-24-62-15-49-26-16-10-55-20-43-50-23-69-19-18-38-54-66-3-48-39-32-5-65-37-67-27-12*22-45-58-51-41-36-38-66-3-69-23-0-2-50-43-20-55-10-16-26-49-15-62-30-24-63-21-6-35-34*60-14-44-61-17-10-55-8-56-6-47-53-46-40-12-25-41-51-64-52-20-13-22-36-38-3-19-66-54-18*28-56-6-47-53-46-40-7-4-12-25-34-35-51-8-26-1-31-9-17-43-20-55-16-10-59-11-49-42-15*28-10-59-11-1-16-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66-69*62-42-30-24-21-63-6-47-53-46-40-7-4-25-41-58-33-43-61-60-14-2-0-69-29-66-19-38-3-48*
