Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,1.0,0.1001674130076877,0.09960081854989,0.0986855210613028,0.100604656258282,0.0999999295979967,0.1008691173572045,0.1001625757324329,0.1000164540482122,0.1001533756085011,0.0997401387784899
2,2.0,0.1007000599171519,0.099148041841937,0.0971843148953931,0.1008683621263435,0.0996006959779659,0.10194355384338,0.1002504466332655,0.0997591231798942,0.1009934565326694,0.0995519450519993
3,3.0,0.1002456634226775,0.0986512012741816,0.0958009752116493,0.1011321227485448,0.0992533379907436,0.1030540580272214,0.1000964064337241,0.0993813105422205,0.1022605416582936,0.1001243826907434
4,4.0,0.0999032484982722,0.0983930363302741,0.0943075288644755,0.1013661392534763,0.0979532799242425,0.1044033366229794,0.1000559970033701,0.0998768425517949,0.1030832453497549,0.1006573456013597
5,5.0,0.100072257120982,0.0982533062523126,0.092918266905004,0.1015733106225587,0.0970872181354414,0.1058407078672238,0.099642208763029,0.0987084395274025,0.1047217554389146,0.1011825293671311
6,6.0,0.099875285050343,0.0982467754921786,0.0913352476393743,0.102280948843959,0.0957256470462974,0.1068079756864988,0.099215196340539,0.0976570082270663,0.1065431275871304,0.1023127880866126
7,7.0,0.0995931437109033,0.0987935436950236,0.090539626177043,0.1020065134260512,0.0936696582592506,0.1087009103557002,0.0989036707849573,0.0961772984442001,0.1080575553726833,0.1035580797741869
8,8.0,0.0986972076665726,0.0989465094014673,0.0899157293783813,0.1022403999873495,0.0920693388058258,0.1099834078415614,0.0984561854987557,0.0948622986135028,0.1099727789484101,0.1048561438581731
9,9.0,0.098550020830592,0.0987513834211291,0.0888950983764592,0.102098852092111,0.0904274994930657,0.1117967187037789,0.0983488036089309,0.0936045941915487,0.1118484328943084,0.1056785963880757
10,10.0,0.0983511747702449,0.0983451094959508,0.0881849804961079,0.1018465667950402,0.0885927771528659,0.1134414878001706,0.0978102944962323,0.0923413902416745,0.1147540849051535,0.1063321338465588
11,11.0,0.0977492534553948,0.0983129433974803,0.0881980802738593,0.1018455000986119,0.08726928150005,0.1147901587935983,0.0974002330944673,0.0903684746784746,0.1169449971747334,0.1071210775333295
12,12.0,0.0971980519435792,0.0978988669862918,0.0872453384210435,0.1020544043573603,0.0862973824162239,0.115961199997977,0.0969374745324167,0.088829461272439,0.1189595134225992,0.1086183066500687
13,13.0,0.0966513584043826,0.097998442002935,0.0874208899385567,0.1015564570737861,0.0840977072943055,0.1173759025649633,0.0961715260529894,0.0880911107517536,0.1210717884629592,0.1095648174533679
14,14.0,0.0959291197001993,0.0981770452791944,0.087415619352989,0.1014060358259001,0.0823849340864294,0.118903658048353,0.095095361209472,0.0858682373233682,0.1238307482613374,0.1109892409127566
15,15.0,0.0953392872620736,0.0980071693566903,0.0874570193759382,0.1006266487140338,0.0813625170634186,0.1208588726515309,0.0937387073257187,0.0842114972471218,0.1263649862801076,0.1120332947233658
16,16.0,0.0949212639759742,0.0983192480074693,0.0877161865675597,0.1003084507493035,0.0792865672897134,0.122148813067021,0.0936541590987545,0.0832776411286224,0.1282364846610305,0.1121311854545509
17,17.0,0.0946758881096839,0.0985403226412715,0.0881590974776602,0.099094904504012,0.0777996409598442,0.1237323605774735,0.0920764956111668,0.082994816224625,0.1302680135949655,0.1126584602992969
18,18.0,0.0944887673163381,0.0983849480020901,0.0880950736996353,0.0980536365242511,0.0756866314553928,0.1248538842923805,0.0920518775463351,0.0827245288825779,0.1319961501017163,0.113664502179282
19,19.0,0.0941607936478111,0.0988202487566545,0.0884412939906632,0.0967344260859532,0.0743844522342128,0.1265215687456911,0.0916110117368539,0.0817106874939322,0.1331406819637464,0.1144748353444808
20,20.0,0.0928712073522767,0.0988956720799073,0.088662685228568,0.0967035053854535,0.0728217044232705,0.1280943402918562,0.0909230381492604,0.0809720539370189,0.1347669988092577,0.1152887943431299
21,21.0,0.092538247298881,0.0996708404225611,0.0890732312002479,0.0964812557358516,0.0713631976169232,0.1292818365402148,0.0896448087093657,0.0801082448074841,0.135977128011513,0.1158612096569568
22,22.0,0.0923377081249251,0.1005065456173452,0.0904333422155607,0.0950979513314108,0.0698136543349667,0.130759659197479,0.0878845643539153,0.078825597749604,0.137718225833728,0.1166227512410644
