,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7724675679207904,435,194,21706
1,Run_2,0.7788069851956456,633,197,31651
2,Run_3,0.793322456576534,368,175,18401
3,Run_4,0.8197310187161119,1286,115,64301
4,Run_5,0.8012838077920734,696,193,34801
5,Run_6,0.8082977528368249,638,185,31901
6,Run_7,0.8071808307573557,391,191,19551
7,Run_8,0.8098133899997682,723,141,36151
8,Run_9,0.780654676363739,300,189,15001
9,Run_10,0.7912741272896718,384,181,19201
10,Run_11,0.8073527935961826,470,1,23501
11,Run_12,0.8067294533712382,499,186,24951
12,Run_13,0.8135122218982663,980,89,49001
13,Run_14,0.8099842004461819,790,121,39501
14,Run_15,0.7849861361608392,297,130,14851
15,Run_16,0.5682423307827995,583,150,29151
16,Run_17,0.786219683398511,370,129,18501
17,Run_18,0.7945576587918567,390,132,19501
18,Run_19,0.7934031976564381,553,191,27645
19,Run_20,0.763024128376068,207,191,10351
20,Run_21,0.7804741670375644,559,77,27951
21,Run_22,0.7456578793039217,263,187,13151
22,Run_23,0.7078689318822977,890,48,44501
23,Run_24,0.7455074159447006,1396,5,69801
24,Run_25,0.7189605286408808,275,198,13751
25,Run_26,0.7345784588149573,479,31,23951
26,Run_27,0.753225439755991,396,108,19801
27,Run_28,0.7721487841965595,1413,161,70651
28,Run_29,0.7569983445959132,343,108,17151
29,Run_30,0.7815179807331359,538,3,26901
