,f_1,f_2,R_x
0,14.33767827916764,635.0,4-24-1-3-23-20-7-28-16-27-29-2-21*9-23-20-7-25-0-26-8-19-22-18*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*9-1-4-20-7-16-15-21-5-6-13-0-19-12-8*9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*15-10-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-4-23-14-11-17-22-18-13*12-0-28-7-14-9-3-11-17-22-18-13-6-21-5*13-18-0-25-7-4-24-14-11-17-12-8-26*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-21-5*
1,14.35889642272621,593.0,9-1-3-11-17-22-0-18-13-6-10-29-2-15-5*23-1-3-4-20-7-16-15-21-5-6-13-18-19-12*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*5-21-6-13-18-22-17-28-7-20-23-3-1-9*1-14-9-23-20-7-25-0-26-8*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*21-2-29-27-16-28-17-19-18-0-26*29-2-7-20-24-1-3-23-14-11-17-22-18-13*3-9-1-4-23-24*13-18-0-25-7-4-24-14-11-17-12-8-26*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-5-21*
2,14.38330021042787,559.0,9-1-3-11-17-22-0-18-13-6-10-29-2-15*1-3-4-20-7-16-15-21-5-6-13-18-19-12*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*5-21-6-13-18-22-17-28-7-20-23-3-1-9*9-23-20-7-25-0-26*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*5-21-2-29-27-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-23-14-11-17-22-18-13*9-1-4-24-23*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5*2-29-27-7-25-22-19-12-8-26-0-13-6-5-21*
3,14.43394902969371,541.0,9-1-3-11-17-22-0-18-13-6-10-29-2-15*1-3-4-20-7-16-15-21-5-6-13-18-19-12*1-3-24-7-27-10-21-5-6-16-28-25-11-14-20*21-6-13-18-22-17-28-7-20-23-3-1*9-23-20-7-25-0-26*9-23-14-7-27-10-15-6-13-18-12-0-28-16-2*5-21-2-29-27-16-28-17-19-22-18-0-26*29-2-7-20-24-1-3-23-14-11-17-22-18-13*9-1*13-18-0-25-7-4-24-14-11-17-12-8*8-12-19-17-11-3-1-9-23-14-7-16-6-5-21*2-29-27-7-25-22-19-12-8-26-0-13-6-5*
4,14.53285012859481,513.0,21-15-10-7-20-14-11-17-22-18-0-26*19-18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*29-2-7-20-23-3-1-9*12-19-17-28-16-27-10-15*9-1-4-7-28-0-26*17-28-25-11-3-9-23-14-7-16-6-13*2-15-5-6-16-7-24-3-1-9*19-18-0-25-7-20-24-4-23-14-11-17-12-8*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*14-11-25-28-16-6-5-21-10-27-7-4-3-1*
5,14.599018003273322,491.0,21-15-10-7-20-14-11-17-22-18-0-26*18-0-28-16-2-29-27-7-25-22-12-8*9-1-3-11-17-22-0-18-13-6-21-2-29*5-6-13-0-12-19-22-25-28-16-15-21*29-2-7-20-23-3-1-9*12-19-17-28-16-27-10-15*9-23-14-7-16-6-13*26-0-28-7-4-1-9*2-15-5-6-16-7-24-3-1-9*19-18-0-25-7-20-24-4-23-14-11-17-12-8*29-10-15-6-13-0-26-8-12-19-17-11-14-24-4*23-14-11-25-28-16-6-5-21-10-27-7-4-3-1*
6,14.651449614215572,476.0,23-1-3-24-4-7-28-0-26*9-1-3-11-17-22-0-18-13-6-21*9-23-20-7-27-10-15-5-6-13-0-22-19-12*1-3-14-7-27-29-2-15-6-13-18-0-26*9-23-14-7-16-6-13*9-3-11-25-28-16-6-5-21-2-29*21-15-16-28-25-22-12-8*3-1-24-7-16-6-5*21-10-7-20-14-11-17-22-18*26-8-19-17-28-16-27-29-2-7-20-24-4*17-22-25-7-27-29-2-10-6-13-0-12-8*1-3-23-20-7-25-0-18-19-12-17-11-14-24-4*
7,14.69338905775076,461.0,8-12-18-13-6-15-10-2-29*22-17-28-25-7-20-24-4*9-3-1-23-14-7-16-6-5*13-18-0-28-7-4-24-14-11-17-19-12-8*13-18-0-22-17-11-3-1-9-14-7-27-10-21-5*5-21-6-16-28-25-11-3-9*4-3-1-9-23-14-11-17-22-18-0-26*29-2-21-5-6-13-0-19-17-28-16-10-15*5-21-15-27-7-20-23-3-1-9*8-12-0-28-16-27-29-2-7-24-3-1-9*19-18-0-25-7-20-14-11-17-12-8*26-8-12-19-22-25-7-27-2-29*
8,14.783230067804537,438.0,8-12-18-13-6-15-10-2-29*17-28-25-7-27-2*1-9-23-14-11-17-22-18-0-26*13-18-0-25-7-20-14-11-17-19*13-18-0-22-17-11-3-1-9-14-7-27-10-21*21-6-16-28-25-11-3-9*4-3-1-23-14-7-16-6-5*29-2-21-5-6-13-0-19-17-28-16-10-15*5-21-15-27-7-20-23-3-1*8-12-22-0-28-16-27-29-2-7-24-3-1-9*18-0-28-7-4-24-14-11-17-12-8*4-24-20-7-25-22-19-12-8-26*
9,14.84860883797054,419.0,4-1-3-9-14-7-27-10-15*9-23-14-7-16-6-13*9-1-3-24-7-16-6-5*23-24-4-7-28-0-26*5-21-6-13-0-19*9-3-11-25-28-16-15-21-5-6-13-0-12-8*15-10-16-28-17-19-12-18-0-25-7-20-14-23*1-3-23-20-7-2-29-27-16-28-0-18-12*21-10-7-20-24-4*4-24-14-11-17-19-12-8-26*8-19-22-25-7-27-29-2-21-5*9-1-3-11-17-22-0-18-13-6-15-10-2-29*
10,14.949964928688333,398.0,8-12-18-13-6-15-10-2-29*28-25*9-3-11-25-28-16-6-21*18-0-28-7-4-24-14-11-17-19-12-8*13-18-0-22-17-11-3-1-9-14-7-27-10-21-5*9-23-14-11-17-22-18-0-26*4-3-1-23-14-7-16-6-5*29-2-21-5-6-13-0-19-17-28-16-10-15*21-15-27-7-20-23-3-1*8-12-22-0-28-16-27-29-2-7-24-3-1*13-18-0-25-7-20-24-4*8-12-19-22-25-7-20-14*
